Seed_id,id,Title,Artist,Similarity,
53,54511,Part-Time Lover,Stevie Wonder,0.029,1
53,6580,The Show Must Go On,Queen,0.004,1
53,2911,Hotel California,Eagles,0.003,1
53,2700,White Flag,Dido,0.003,1
53,4441,Imagine,John Lennon,0.003,1
53,7282,The Sound of Silence,Simon & Garfunkel,0.002,1
66,3779,Paradise City,Guns N' Roses,0.319,1
66,11078,Sweet Child o' Mine,Guns N' Roses,0.302,1
66,14151,Paranoid,Black Sabbath,0.266,1
66,4892,Stairway to Heaven,Led Zeppelin,0.231,1
66,86433,Crazy Train,Ozzy Osbourne,0.223,1
66,6569,Another One Bites the Dust,Queen,0.203,1
66,127356,Detroit Rock City,Kiss,0.179,1
66,4732,I Was Made for Lovin' You,Kiss,0.174,1
66,8192,Cherry Pie,Warrant,0.097,1
66,4311,Fire,Jimi Hendrix,0.052,1
66,3172,After Midnight,Eric Clapton,0.037,1
66,5942,Smells Like Teen Spirit,Nirvana,0.008,1
66,90197,Fear of the Dark,Iron Maiden,0.008,1
66,2911,Hotel California,Eagles,0.007,1
66,6300,Comfortably Numb,Pink Floyd,0.007,1
66,24715,Killing in the Name,Rage Against the Machine,0.006,1
66,8865,Dani California,Red Hot Chili Peppers,0.006,1
66,89565,Learn to Fly,Foo Fighters,0.005,1
66,106544,Symphony of Destruction,Megadeth,0.005,1
66,108473,Boulevard of Broken Dreams,Green Day,0.005,1
66,6209,Alive,Pearl Jam,0.004,1
66,14293,Last Resort,Papa Roach,0.004,1
66,167099,Before I Forget,Slipknot,0.004,1
66,131712,Psychosocial,Slipknot,0.003,1
66,22055,Kryptonite,3 Doors Down,0.003,1
66,8052,Vertigo,U2,0.003,1
66,9,Here Without You,3 Doors Down,0.003,1
66,3307,Epic,Faith No More,0.002,1
108,66,Back in Black,AC/DC,0.229,1
108,4892,Stairway to Heaven,Led Zeppelin,0.199,1
108,6569,Another One Bites the Dust,Queen,0.174,1
108,14151,Paranoid,Black Sabbath,0.133,1
108,168023,I Believe in a Thing Called Love,The Darkness,0.123,1
108,86433,Crazy Train,Ozzy Osbourne,0.12,1
108,6300,Comfortably Numb,Pink Floyd,0.115,1
108,6929,Paint It Black,The Rolling Stones,0.109,1
108,15538,Juke Box Hero,Foreigner,0.109,1
108,7660,Eye of the Tiger,Survivor,0.1,1
108,3160,Layla,Eric Clapton,0.09,1
108,4311,Fire,Jimi Hendrix,0.083,1
108,66150,Torture Me,Red Hot Chili Peppers,0.055,1
108,9,Here Without You,3 Doors Down,0.005,1
108,6591,Losing My Religion,R.E.M.,0.005,1
108,90130,The Trooper,Iron Maiden,0.003,1
108,22055,Kryptonite,3 Doors Down,0.003,1
108,3307,Epic,Faith No More,0.003,1
145,186682,In the Waiting Line,Zero 7,0.268,1
145,5596,Porcelain,Moby,0.248,1
145,11581,Teardrop,Massive Attack,0.19,1
145,5645,The Sea,Morcheeba,0.181,1
145,2360,Nightvision,Daft Punk,0.133,1
145,60205,An Ending (Ascent),Brian Eno,0.128,1
145,120894,To Heal,Underworld,0.114,1
145,142966,See In You,The Album Leaf,0.114,1
145,4662,Goodbye,Kevin Shields,0.024,1
145,6408,Roads,Portishead,0.004,1
154,5596,Porcelain,Moby,0.17,1
154,5645,The Sea,Morcheeba,0.152,1
154,11581,Teardrop,Massive Attack,0.144,1
154,120894,To Heal,Underworld,0.072,1
154,60205,An Ending (Ascent),Brian Eno,0.057,1
154,6410,Sour Times,Portishead,0.003,1
158,186682,In the Waiting Line,Zero 7,0.272,1
158,5596,Porcelain,Moby,0.237,1
158,5645,The Sea,Morcheeba,0.197,1
158,11581,Teardrop,Massive Attack,0.179,1
158,38530,To Build a Home,The Cinematic Orchestra,0.149,1
158,6400,It Could Be Sweet,Portishead,0.089,1
158,60205,An Ending (Ascent),Brian Eno,0.079,1
158,6627,Karma Police,Radiohead,0.004,1
166,5596,Porcelain,Moby,0.107,1
166,11581,Teardrop,Massive Attack,0.083,1
166,2360,Nightvision,Daft Punk,0.083,1
166,5645,The Sea,Morcheeba,0.081,1
166,6400,It Could Be Sweet,Portishead,0.066,1
166,4691,She Woolf Daydreaming,Kid Loco,0.063,1
178,181,Let's Stay Together,Al Green,1,1
178,6227,When A Man Loves A Woman,Percy Sledge,0.426,1
178,2802,A Song For You,Donny Hathaway,0.396,1
178,1102,Ain't No Sunshine,Bill Withers,0.36,1
178,7059,Wonderful World,Sam Cooke,0.264,1
178,7763,My Girl,The Temptations,0.246,1
178,7060,You Send Me,Sam Cooke,0.239,1
178,953,Stand By Me,Ben E. King,0.188,1
178,6708,Georgia On My Mind,Ray Charles,0.166,1
178,4095,It's a Man's Man's Man's World,James Brown,0.162,1
178,76628,Lovin' You,Minnie Riperton,0.161,1
178,1170,Me and Mrs Jones,Billy Paul,0.129,1
178,3210,No Love,Erykah Badu,0.086,1
178,5914,I Put a Spell on You,Nina Simone,0.083,1
178,4868,Ex-Factor,Lauryn Hill,0.077,1
178,161826,Strange Fruit,Billie Holiday,0.004,1
181,1102,Ain't No Sunshine,Bill Withers,0.385,1
181,7763,My Girl,The Temptations,0.313,1
181,6227,When A Man Loves A Woman,Percy Sledge,0.291,1
181,953,Stand By Me,Ben E. King,0.269,1
181,7059,Wonderful World,Sam Cooke,0.205,1
181,2802,A Song For You,Donny Hathaway,0.173,1
181,6708,Georgia On My Mind,Ray Charles,0.16,1
181,76628,Lovin' You,Minnie Riperton,0.133,1
181,4868,Ex-Factor,Lauryn Hill,0.088,1
181,5914,I Put a Spell on You,Nina Simone,0.079,1
181,99305,Nothing Even Matters,Lauryn Hill,0.059,1
181,5104,What a Wonderful World,Louis Armstrong,0.004,1
236,13686,Linger,The Cranberries,0.111,1
236,3527,Milk,Garbage,0.092,1
236,663,Nobody's Home,Avril Lavigne,0.083,1
236,10926,Other Side of the World,KT Tunstall,0.083,1
236,2700,White Flag,Dido,0.076,1
236,130663,Sober,P!nk,0.061,1
236,68914,Gravity,Sara Bareilles,0.061,1
236,72522,Daydreamer,Adele,0.059,1
236,67469,Save Me,Aimee Mann,0.055,1
236,72526,Crazy for You,Adele,0.049,1
236,15471,Never Again,Kelly Clarkson,0.044,1
236,171857,The Way I Am,Ingrid Michaelson,0.042,1
236,900167,Ghosttown,Madonna,0.003,1
236,5964,Come Away with Me,Norah Jones,0.002,1
236,181347,Equalize,Pitty,0.002,1
236,186591,Anything Could Happen,Ellie Goulding,0.002,1
236,2000,Fighter,Christina Aguilera,0.002,1
236,9118,I Don't Want to Miss a Thing,Aerosmith,0.002,1
236,64870,Hello,Evanescence,0.002,1
260,3674,Dance Of The Blessed Spirits,Christoph Willibald Gluck,0.905,1
260,701,Air,Johann Sebastian Bach,0.4,1
303,4868,Ex-Factor,Lauryn Hill,0.158,1
303,98745,4 Page Letter,Aaliyah,0.14,1
303,602,Foolish,Ashanti,0.127,1
303,98868,Rendezvous,Craig David,0.109,1
303,44268,I Need Love,Robin Thicke,0.107,1
303,1445,End of the Road,Boyz II Men,0.098,1
303,9124,My Boo,Usher,0.09,1
303,72533,Hometown Glory,Adele,0.079,1
303,20701,Without You,Christina Aguilera,0.074,1
303,3959,Little Things,India.Arie,0.072,1
303,605,Rain On Me,Ashanti,0.068,1
303,171619,Skin,Rihanna,0.067,1
303,136511,Till It Happens to You,Corinne Bailey Rae,0.055,1
303,900178,Elastic Heart,Sia,0.049,1
303,61225,Homeless,Leona Lewis,0.041,1
305,126233,Bust Your Windows,Jazmine Sullivan,0.075,1
305,72530,Make You Feel My Love,Adele,0.074,1
305,61232,I'm You,Leona Lewis,0.067,1
305,4868,Ex-Factor,Lauryn Hill,0.055,1
305,1445,End of the Road,Boyz II Men,0.054,1
305,190163,Stay with Me,Sam Smith,0.053,1
305,99893,Waterfalls,TLC,0.051,1
305,602,Foolish,Ashanti,0.04,1
305,900178,Elastic Heart,Sia,0.035,1
309,72524,Chasing Pavements,Adele,0.085,1
309,8086,Burn,Usher,0.083,1
309,8087,Caught Up,Usher,0.08,1
309,126233,Bust Your Windows,Jazmine Sullivan,0.078,1
309,4579,Cry Me a River,Justin Timberlake,0.073,1
309,186586,Me & U,Cassie,0.071,1
309,72533,Hometown Glory,Adele,0.071,1
309,602,Foolish,Ashanti,0.066,1
309,190163,Stay with Me,Sam Smith,0.06,1
309,98823,With You,Chris Brown,0.04,1
309,7587,You Are the Sunshine of My Life,Stevie Wonder,0.033,1
309,15471,Never Again,Kelly Clarkson,0.003,1
309,117705,So What,P!nk,0.002,1
309,8989,Don't Bother,Shakira,0.002,1
401,130663,Sober,P!nk,0.173,1
401,2000,Fighter,Christina Aguilera,0.163,1
401,3633,It's Raining Men,Geri Halliwell,0.157,1
401,2624,Survivor,Destiny's Child,0.125,1
401,61223,Bleeding Love,Leona Lewis,0.121,1
401,1428,Total Eclipse of the Heart,Bonnie Tyler,0.097,1
401,174129,Jar of Hearts,Christina Perri,0.094,1
401,112033,Catch You,Sophie Ellis-Bextor,0.084,1
401,12000,Holding Out for a Hero,Bonnie Tyler,0.081,1
401,73067,Addicted,Enrique Iglesias,0.037,1
410,12366,Again,Archive,0.059,1
410,139353,This Is The 21st Century,Marillion,0.001,1
410,20620,U-Turn (Lili),Aaron,0.001,1
458,6929,Paint It Black,The Rolling Stones,0.605,1
458,12777,Gimme Shelter,The Rolling Stones,0.483,1
458,132806,California Dreamin',The Mamas & the Papas,0.444,1
458,4263,Somebody to Love,Jefferson Airplane,0.386,1
458,7282,The Sound of Silence,Simon & Garfunkel,0.379,1
458,4892,Stairway to Heaven,Led Zeppelin,0.373,1
458,5623,Nights in White Satin,The Moody Blues,0.368,1
458,3160,Layla,Eric Clapton,0.334,1
458,4893,Whole Lotta Love,Led Zeppelin,0.322,1
458,4441,Imagine,John Lennon,0.307,1
458,1308,Blowin' in the Wind,Bob Dylan,0.253,1
458,8134,Sunday Morning,The Velvet Underground,0.176,1
458,7763,My Girl,The Temptations,0.006,1
458,3909,Lust For Life,Iggy Pop,0.004,1
458,12990,The Thrill Is Gone,B.B. King,0.004,1
463,134418,We're In This Love Together,Al Jarreau,0.145,1
481,42781,Free,George Michael,0.045,1
498,896,Samba e Amor,Bebel Gilberto,0.058,1
498,154948,Desafinado,Gal Costa,0.054,1
502,896,Samba e Amor,Bebel Gilberto,0.079,1
502,154948,Desafinado,Gal Costa,0.063,1
502,97711,Desafinado,Eliane Elias,0.059,1
524,6403,Mysterons,Portishead,0.092,1
524,6410,Sour Times,Portishead,0.091,1
536,181,Let's Stay Together,Al Green,0.254,1
536,1102,Ain't No Sunshine,Bill Withers,0.197,1
536,76628,Lovin' You,Minnie Riperton,0.19,1
536,1170,Me and Mrs Jones,Billy Paul,0.136,1
536,4868,Ex-Factor,Lauryn Hill,0.126,1
536,953,Stand By Me,Ben E. King,0.101,1
536,6227,When A Man Loves A Woman,Percy Sledge,0.093,1
536,99305,Nothing Even Matters,Lauryn Hill,0.092,1
553,181,Let's Stay Together,Al Green,0.119,1
553,6227,When A Man Loves A Woman,Percy Sledge,0.119,1
553,7059,Wonderful World,Sam Cooke,0.102,1
553,7763,My Girl,The Temptations,0.092,1
553,5914,I Put a Spell on You,Nina Simone,0.083,1
553,3210,No Love,Erykah Badu,0.078,1
554,3240,I Just Want to Make Love to You,Etta James,0.335,1
554,6227,When A Man Loves A Woman,Percy Sledge,0.297,1
554,181,Let's Stay Together,Al Green,0.255,1
554,953,Stand By Me,Ben E. King,0.242,1
554,7059,Wonderful World,Sam Cooke,0.222,1
554,1102,Ain't No Sunshine,Bill Withers,0.21,1
554,7763,My Girl,The Temptations,0.204,1
554,5914,I Put a Spell on You,Nina Simone,0.182,1
554,76628,Lovin' You,Minnie Riperton,0.104,1
554,3210,No Love,Erykah Badu,0.091,1
554,3207,Certainly,Erykah Badu,0.087,1
554,4868,Ex-Factor,Lauryn Hill,0.065,1
554,2789,Hot Stuff,Donna Summer,0.004,1
554,5104,What a Wonderful World,Louis Armstrong,0.004,1
602,43780,Girlfriend,Alicia Keys,0.225,1
602,186586,Me & U,Cassie,0.218,1
602,1445,End of the Road,Boyz II Men,0.125,1
602,126233,Bust Your Windows,Jazmine Sullivan,0.1,1
602,4078,Thank You,Jamelia,0.076,1
602,61232,I'm You,Leona Lewis,0.059,1
602,7789,Can We Talk,Tevin Campbell,0.003,1
605,13683,Gonna Tell Everybody,Christina Milian,0.195,1
605,43807,Slow Down,Alicia Keys,0.16,1
605,4078,Thank You,Jamelia,0.124,1
605,61232,I'm You,Leona Lewis,0.105,1
655,657,Freak Out,Avril Lavigne,0.968,1
655,4653,Behind These Hazel Eyes,Kelly Clarkson,0.128,1
655,130663,Sober,P!nk,0.104,1
655,186623,Counting Stars,OneRepublic,0.08,1
655,2000,Fighter,Christina Aguilera,0.074,1
655,176996,Off to the Races,Lana Del Rey,0.064,1
655,174129,Jar of Hearts,Christina Perri,0.06,1
655,2700,White Flag,Dido,0.049,1
655,2695,Here with Me,Dido,0.043,1
655,64864,Everybody's Fool,Evanescence,0.003,1
655,15189,Going Under,Evanescence,0.003,1
655,900153,One Last Time,Ariana Grande,0.003,1
655,181347,Equalize,Pitty,0.003,1
655,108473,Boulevard of Broken Dreams,Green Day,0.002,1
655,4999,Numb,Linkin Park,0.002,1
655,190204,All About That Bass,Meghan Trainor,0.002,1
655,900044,Thinking Out Loud,Ed Sheeran,0.002,1
655,190185,Shower,Becky G,0.002,1
655,9180,We Belong Together,Mariah Carey,0.002,1
655,185276,Demons,Imagine Dragons,0.002,1
655,900193,Photograph,Ed Sheeran,0.002,1
655,900167,Ghosttown,Madonna,0.002,1
655,1258,I Miss You,blink-182,0.001,1
655,171713,Someone Like You,Adele,0.001,1
655,171574,Grenade,Bruno Mars,0.001,1
655,900137,Chains,Nick Jonas,0.001,1
655,11179,All the Small Things,blink-182,0.001,1
655,159004,Break You,Marion Raven,0.001,1
657,4653,Behind These Hazel Eyes,Kelly Clarkson,0.081,1
657,130663,Sober,P!nk,0.068,1
657,108473,Boulevard of Broken Dreams,Green Day,0.06,1
657,117705,So What,P!nk,0.056,1
657,2000,Fighter,Christina Aguilera,0.052,1
657,1258,I Miss You,blink-182,0.042,1
657,186623,Counting Stars,OneRepublic,0.041,1
657,181355,A Saideira,Pitty,0.028,1
657,15189,Going Under,Evanescence,0.003,1
657,64864,Everybody's Fool,Evanescence,0.003,1
657,900153,One Last Time,Ariana Grande,0.002,1
657,181347,Equalize,Pitty,0.002,1
657,900066,The Heart Wants What It Wants,Selena Gomez,0.002,1
657,186454,Summertime Sadness,Lana Del Rey,0.002,1
657,4999,Numb,Linkin Park,0.002,1
657,11179,All the Small Things,blink-182,0.001,1
657,179518,It's Time,Imagine Dragons,0.001,1
657,189944,Let Go for Tonight,Foxes,0.001,1
657,190204,All About That Bass,Meghan Trainor,0.001,1
657,9180,We Belong Together,Mariah Carey,0.001,1
657,190185,Shower,Becky G,0.001,1
657,4695,Somebody Told Me,The Killers,0.001,1
658,657,Freak Out,Avril Lavigne,1,1
658,667,Together,Avril Lavigne,0.998,1
658,166819,Ignorance,Paramore,0.122,1
658,117705,So What,P!nk,0.096,1
658,2000,Fighter,Christina Aguilera,0.068,1
658,186623,Counting Stars,OneRepublic,0.067,1
658,5950,Just a Girl,No Doubt,0.036,1
658,181944,Oh Love,Green Day,0.033,1
658,15189,Going Under,Evanescence,0.004,1
658,181347,Equalize,Pitty,0.003,1
658,186454,Summertime Sadness,Lana Del Rey,0.003,1
658,176996,Off to the Races,Lana Del Rey,0.003,1
658,186455,Royals,Lorde,0.002,1
658,4999,Numb,Linkin Park,0.002,1
658,172264,Nobody's Perfect,Jessie J,0.002,1
658,900128,Love Me Like You Do,Ellie Goulding,0.002,1
658,1258,I Miss You,blink-182,0.002,1
658,190185,Shower,Becky G,0.002,1
658,185276,Demons,Imagine Dragons,0.002,1
658,11179,All the Small Things,blink-182,0.002,1
658,900044,Thinking Out Loud,Ed Sheeran,0.002,1
658,9180,We Belong Together,Mariah Carey,0.001,1
658,900137,Chains,Nick Jonas,0.001,1
658,179010,Skinny Love,Birdy,0.001,1
658,4695,Somebody Told Me,The Killers,0.001,1
658,159004,Break You,Marion Raven,0.001,1
662,663,Nobody's Home,Avril Lavigne,0.94,1
662,4653,Behind These Hazel Eyes,Kelly Clarkson,0.231,1
662,130663,Sober,P!nk,0.155,1
662,186623,Counting Stars,OneRepublic,0.126,1
662,2000,Fighter,Christina Aguilera,0.119,1
662,15189,Going Under,Evanescence,0.007,1
662,900066,The Heart Wants What It Wants,Selena Gomez,0.005,1
662,186454,Summertime Sadness,Lana Del Rey,0.005,1
662,108473,Boulevard of Broken Dreams,Green Day,0.004,1
662,4999,Numb,Linkin Park,0.004,1
662,61223,Bleeding Love,Leona Lewis,0.004,1
662,190204,All About That Bass,Meghan Trainor,0.004,1
662,181347,Equalize,Pitty,0.004,1
662,186455,Royals,Lorde,0.004,1
662,185276,Demons,Imagine Dragons,0.004,1
662,171713,Someone Like You,Adele,0.004,1
662,9180,We Belong Together,Mariah Carey,0.004,1
662,174129,Jar of Hearts,Christina Perri,0.004,1
662,900044,Thinking Out Loud,Ed Sheeran,0.004,1
662,171574,Grenade,Bruno Mars,0.004,1
662,176458,It Will Rain,Bruno Mars,0.003,1
662,176516,Paradise,Coldplay,0.003,1
662,190185,Shower,Becky G,0.003,1
662,190041,Summer,Calvin Harris,0.003,1
662,172264,Nobody's Perfect,Jessie J,0.003,1
662,133100,Never Too Late,Three Days Grace,0.003,1
662,1258,I Miss You,blink-182,0.003,1
662,179010,Skinny Love,Birdy,0.003,1
662,4579,Cry Me a River,Justin Timberlake,0.002,1
662,900137,Chains,Nick Jonas,0.002,1
662,4695,Somebody Told Me,The Killers,0.002,1
662,11179,All the Small Things,blink-182,0.002,1
662,2700,White Flag,Dido,0.002,1
662,64922,All Around Me,Flyleaf,0.001,1
662,2695,Here with Me,Dido,0.001,1
663,662,My Happy Ending,Avril Lavigne,1,1
663,130663,Sober,P!nk,0.18,1
663,4653,Behind These Hazel Eyes,Kelly Clarkson,0.173,1
663,186623,Counting Stars,OneRepublic,0.154,1
663,166819,Ignorance,Paramore,0.144,1
663,111739,Thinking of You,Katy Perry,0.134,1
663,2000,Fighter,Christina Aguilera,0.123,1
663,186454,Summertime Sadness,Lana Del Rey,0.123,1
663,176482,Video Games,Lana Del Rey,0.102,1
663,174129,Jar of Hearts,Christina Perri,0.095,1
663,2700,White Flag,Dido,0.055,1
663,64922,All Around Me,Flyleaf,0.051,1
663,64864,Everybody's Fool,Evanescence,0.007,1
663,900066,The Heart Wants What It Wants,Selena Gomez,0.006,1
663,4999,Numb,Linkin Park,0.005,1
663,179550,Diamonds,Rihanna,0.004,1
663,108473,Boulevard of Broken Dreams,Green Day,0.004,1
663,190204,All About That Bass,Meghan Trainor,0.004,1
663,185276,Demons,Imagine Dragons,0.004,1
663,186455,Royals,Lorde,0.003,1
663,9180,We Belong Together,Mariah Carey,0.003,1
663,900044,Thinking Out Loud,Ed Sheeran,0.003,1
663,176516,Paradise,Coldplay,0.003,1
663,61223,Bleeding Love,Leona Lewis,0.003,1
663,900137,Chains,Nick Jonas,0.003,1
663,190185,Shower,Becky G,0.003,1
663,179010,Skinny Love,Birdy,0.003,1
663,4695,Somebody Told Me,The Killers,0.002,1
663,133100,Never Too Late,Three Days Grace,0.002,1
663,4579,Cry Me a River,Justin Timberlake,0.002,1
663,1258,I Miss You,blink-182,0.002,1
666,667,Together,Avril Lavigne,1,1
666,130663,Sober,P!nk,0.088,1
666,4653,Behind These Hazel Eyes,Kelly Clarkson,0.088,1
666,2000,Fighter,Christina Aguilera,0.068,1
666,186623,Counting Stars,OneRepublic,0.051,1
666,181355,A Saideira,Pitty,0.03,1
666,64864,Everybody's Fool,Evanescence,0.004,1
666,15189,Going Under,Evanescence,0.004,1
666,186454,Summertime Sadness,Lana Del Rey,0.003,1
666,108473,Boulevard of Broken Dreams,Green Day,0.002,1
666,900153,One Last Time,Ariana Grande,0.002,1
666,4999,Numb,Linkin Park,0.002,1
666,900066,The Heart Wants What It Wants,Selena Gomez,0.002,1
666,190204,All About That Bass,Meghan Trainor,0.002,1
666,1258,I Miss You,blink-182,0.002,1
666,186455,Royals,Lorde,0.002,1
666,190185,Shower,Becky G,0.001,1
666,9180,We Belong Together,Mariah Carey,0.001,1
666,171574,Grenade,Bruno Mars,0.001,1
666,176516,Paradise,Coldplay,0.001,1
666,179010,Skinny Love,Birdy,0.001,1
666,900137,Chains,Nick Jonas,0.001,1
666,4695,Somebody Told Me,The Killers,0.001,1
666,61223,Bleeding Love,Leona Lewis,0.001,1
666,67331,All I Need,Within Temptation,0.001,1
666,11179,All the Small Things,blink-182,0.001,1
666,64922,All Around Me,Flyleaf,0.001,1
667,666,Take Me Away,Avril Lavigne,1,1
667,4653,Behind These Hazel Eyes,Kelly Clarkson,0.089,1
667,130663,Sober,P!nk,0.089,1
667,186623,Counting Stars,OneRepublic,0.051,1
667,2000,Fighter,Christina Aguilera,0.047,1
667,15189,Going Under,Evanescence,0.003,1
667,64864,Everybody's Fool,Evanescence,0.003,1
667,186454,Summertime Sadness,Lana Del Rey,0.002,1
667,900153,One Last Time,Ariana Grande,0.002,1
667,181347,Equalize,Pitty,0.002,1
667,108473,Boulevard of Broken Dreams,Green Day,0.002,1
667,161974,Russian Roulette,Rihanna,0.002,1
667,900066,The Heart Wants What It Wants,Selena Gomez,0.002,1
667,4999,Numb,Linkin Park,0.002,1
667,9180,We Belong Together,Mariah Carey,0.001,1
667,1258,I Miss You,blink-182,0.001,1
667,189944,Let Go for Tonight,Foxes,0.001,1
667,64922,All Around Me,Flyleaf,0.001,1
667,72524,Chasing Pavements,Adele,0.001,1
667,176516,Paradise,Coldplay,0.001,1
667,133100,Never Too Late,Three Days Grace,0.001,1
667,190185,Shower,Becky G,0.001,1
667,179010,Skinny Love,Birdy,0.001,1
667,900193,Photograph,Ed Sheeran,0.001,1
667,11179,All the Small Things,blink-182,0.001,1
701,260,Adagio,Tomaso Giovanni Albinoni,0.456,1
701,3674,Dance Of The Blessed Spirits,Christoph Willibald Gluck,0.334,1
731,1428,Total Eclipse of the Heart,Bonnie Tyler,0.6,1
731,7660,Eye of the Tiger,Survivor,0.343,1
731,53,The Winner Takes It All,ABBA,0.337,1
731,6431,Don't Get Me Wrong,The Pretenders,0.334,1
764,181,Let's Stay Together,Al Green,0.17,1
764,7581,My Cherie Amour,Stevie Wonder,0.128,1
764,7763,My Girl,The Temptations,0.1,1
764,536,Call Me,Aretha Franklin,0.094,1
764,953,Stand By Me,Ben E. King,0.09,1
764,76628,Lovin' You,Minnie Riperton,0.088,1
764,6227,When A Man Loves A Woman,Percy Sledge,0.085,1
764,4095,It's a Man's Man's Man's World,James Brown,0.07,1
764,2802,A Song For You,Donny Hathaway,0.062,1
764,1445,End of the Road,Boyz II Men,0.06,1
764,6711,I Can't Stop Loving You,Ray Charles,0.054,1
764,905,How Deep Is Your Love,Bee Gees,0.003,1
764,6367,Only You,The Platters,0.002,1
764,2789,Hot Stuff,Donna Summer,0.002,1
851,83438,Ready Or Not,Fugees,0.078,1
851,3307,Epic,Faith No More,0.002,1
851,186658,Cannonball,The Breeders,0.002,1
851,1287,Song 2,Blur,0.002,1
868,4441,Imagine,John Lennon,0.158,1
868,7282,The Sound of Silence,Simon & Garfunkel,0.11,1
868,1308,Blowin' in the Wind,Bob Dylan,0.11,1
868,4893,Whole Lotta Love,Led Zeppelin,0.106,1
868,6300,Comfortably Numb,Pink Floyd,0.102,1
868,132806,California Dreamin',The Mamas & the Papas,0.101,1
868,5623,Nights in White Satin,The Moody Blues,0.092,1
868,458,The House of the Rising Sun,The Animals,0.091,1
868,8134,Sunday Morning,The Velvet Underground,0.09,1
868,4263,Somebody to Love,Jefferson Airplane,0.089,1
868,186649,Can't Help Falling in Love,Elvis Presley,0.079,1
868,2911,Hotel California,Eagles,0.075,1
868,3160,Layla,Eric Clapton,0.053,1
868,89271,Wonderful Tonight,Eric Clapton,0.05,1
868,2537,Hush,Deep Purple,0.037,1
868,9118,I Don't Want to Miss a Thing,Aerosmith,0.034,1
868,6634,Paranoid Android,Radiohead,0.003,1
868,14151,Paranoid,Black Sabbath,0.002,1
868,2133,Yellow,Coldplay,0.002,1
868,4542,Love Will Tear Us Apart,Joy Division,0.002,1
868,23189,Seven Nation Army,The White Stripes,0.002,1
868,1287,Song 2,Blur,0.002,1
868,52179,Boys Don't Cry,The Cure,0.002,1
894,154948,Desafinado,Gal Costa,0.093,1
894,178060,Outro Lugar,Toco,0.061,1
894,166031,In a Manner of Speaking,Nouvelle Vague,0.046,1
896,154948,Desafinado,Gal Costa,0.12,1
896,178060,Outro Lugar,Toco,0.063,1
905,2789,Hot Stuff,Donna Summer,0.18,1
905,4441,Imagine,John Lennon,0.148,1
905,60488,Time in a Bottle,Jim Croce,0.089,1
905,3169,Tears in Heaven,Eric Clapton,0.006,1
905,1428,Total Eclipse of the Heart,Bonnie Tyler,0.005,1
905,89271,Wonderful Tonight,Eric Clapton,0.005,1
