Song_id,Title,Artist,Valance,Arousal,Genre,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,have_sim
524,Last five,Archive,105113,225478,electro,6403,6410,-1,-1,-1,1
536,Call me,Aretha Franklin,865127,518835,randb,181,1102,76628,1170,4868,1
553,The house that Jack built,Aretha Franklin,677121,917020,randb,181,6227,7059,7763,5914,1
554,Think,Aretha Franklin,897881,943517,randb,3240,6227,181,953,7059,1
571,God bless the child,Art Farmer,845500,276812,jazz,-1,-1,-1,-1,-1,0
575,Crusoe,Art of Noise,937564,24829,electro,-1,-1,-1,-1,-1,0
602,Foolish,Ashanti,74090,577913,randb,43780,186586,1445,126233,4078,1
605,Rain on me,Ashanti,151207,398643,randb,13683,43807,4078,61232,-1,1
637,Los Ejes De Mi Carreta,Atahualpa Yupanqui,223367,31829,world,-1,-1,-1,-1,-1,0
655,Fall to pieces,Avril Lavigne,313077,841554,pop,657,4653,130663,186623,2000,1
657,Freak out,Avril Lavigne,856144,905636,pop,4653,130663,108473,117705,2000,1
658,He wasn't,Avril Lavigne,603532,913384,pop,657,667,166819,117705,2000,1
662,My happy ending,Avril Lavigne,194210,858826,pop,663,4653,130663,186623,2000,1
663,Nobody's home,Avril Lavigne,27294,911351,pop,662,130663,4653,186623,166819,1
666,Take me away,Avril Lavigne,24250,948301,pop,667,130663,4653,2000,186623,1
667,Together,Avril Lavigne,7992,873847,pop,666,4653,130663,186623,2000,1
701,Air,Johann Sebastian Bach,96527,63654,classical,260,3674,-1,-1,-1,1
702,Aria,Glenn Gould,552460,86847,classical,-1,-1,-1,-1,-1,0
710,Que ma joie demeure,Johann Sebastian Bach,794490,425137,classical,-1,-1,-1,-1,-1,0
731,Eternal flame,The Bangles,901724,309516,pop,1428,7660,53,6431,-1,1
744,Adagio for string - Molto adagio,Samuel Barber,191186,15451,classical,-1,-1,-1,-1,-1,0
764,Just the way you are,Barry White,904477,524401,pop,181,7581,7763,536,953,1
812,Come rain or come shine,B.B. King,239800,233290,blues,-1,-1,-1,-1,-1,0
851,So what'cha want,Beastie Boys,246003,876843,electro,83438,3307,186658,1287,-1,1
868,Michelle,The Beatles,310823,388832,rock,4441,7282,1308,4893,6300,1
894,Mais feliz,Bebel Gilberto,882352,162339,latin,154948,178060,166031,-1,-1,1
896,Samba e amor,Bebel Gilberto,946069,181715,latin,154948,178060,-1,-1,-1,1
905,How deep is your love,Bee Gees,960784,378482,randb,2789,4441,60488,3169,1428,1
926,"Piano sonata ""Moonlight""",Alfred Brendel,301081,60584,classical,-1,-1,-1,-1,-1,0
931,Symphony No.3,Ludwig van Beethoven,71404,400704,classical,-1,-1,-1,-1,-1,0
935,"Piano sonata ""Appassionata""",Alfred Brendel,190702,625661,classical,-1,-1,-1,-1,-1,0
944,Piano sonata No.5 - adagio molto,Ludwig van Beethoven,511643,28011,classical,-1,-1,-1,-1,-1,0
945,Piano sonata No.29 - adagio sostenuto,Alfred Brendel,54823,115544,classical,-1,-1,-1,-1,-1,0
952,Samba de janeiro,Bellini,958913,889184,electro,5078,1504475,190203,-1,-1,1
953,Stand by me,Ben E. King,887304,439247,randb,6227,7059,7763,181,6708,1
955,Another lonely day,Ben Harper,142400,61772,rock,88627,138068,9810,3169,15618,1
960,Dust my broom,Ben Harper,243355,468385,rock,-1,-1,-1,-1,-1,0
974,Please me like you want to,Ben Harper,784382,294269,rock,-1,-1,-1,-1,-1,0
991,My Romance,Ben Webster,961466,54722,jazz,2649,34128,1914,-1,-1,1
1004,Requiem,Hector Berlioz,88435,190052,classical,-1,-1,-1,-1,-1,0
1006,Requiem,Hector Berlioz,130615,3180,classical,-1,-1,-1,-1,-1,0
1022,Devil's gonna get you,Bessie Smith,304814,312622,blues,-1,-1,-1,-1,-1,0
1031,Open the door,Betty Carter,876521,446233,jazz,34386,63271,159530,115002,-1,1
1071,April in Paris,Bill Evans,580186,148064,jazz,165732,136262,33175,-1,-1,1
1102,Ain't no sunshine,Bill Withers,281709,366840,randb,181,953,6227,7763,6708,1
1125,Gloomy sunday,Billie Holiday,14448,185230,jazz,12452,114993,1608,6708,95748,1
1140,You Within Me Within You,Billy Cobham,523476,196910,jazz,-1,-1,-1,-1,-1,0
1170,Me and Mrs Jones,Billy Paul,908324,435700,randb,536,1102,181,76628,-1,1
1258,I miss you,Blink-182,120627,655729,rock,108398,162160,107657,107663,10981,1
1260,Atomic,Blondie,808276,816070,pop,52179,7728,6431,1480,53,1
1272,Everybody Needs Somebody to Love,Blues Brothers,892719,933734,randb,12990,4366,1548,172009,1608,1
1283,No distance left to run,Blur,97122,276727,rock,92579,7966,9156,167752,14351,1
1287,Song 2,Blur,914095,853757,rock,8150,23189,92579,4695,6591,1
1308,Blowin' in the wind,Bob Dylan,147729,381356,folk,5791,4441,7282,5797,6929,1
1320,Lay lady lay,Bob Dylan,952411,324284,folk,5791,7282,12777,4964,4263,1
1321,Maggie's farm,Bob Dylan,355968,670714,folk,7282,12777,4964,8134,4263,1
1324,Pledging my time,Bob Dylan,293823,463565,folk,8103,3169,-1,-1,-1,1
1327,The Man In Me,Bob Dylan,794758,474649,folk,5791,7282,7273,4441,4263,1
1329,Tomorrow is a long time,Bob Dylan,256985,131121,folk,5797,-1,-1,-1,-1,1
1347,Could you be loved,Bob Marley,943683,566495,reggae,1352,4892,6929,4893,6906,1
1352,Is this love,Bob Marley,969576,480030,reggae,1347,5241,82063,80271,81304,1
1353,Jammin',Bob Marley,960780,521411,reggae,5241,24568,-1,-1,-1,1
1355,No woman no cry,Bob Marley,803242,507858,reggae,5241,4892,5104,6906,6929,1
1358,Redemption song,Bob Marley,172133,522776,reggae,1347,5241,80838,81304,24568,1
1362,Waiting in vain,Bob Marley,536772,406483,reggae,80271,4893,4892,-1,-1,1
1428,Total eclipse of the heart,Bonnie Tyler,4915,753206,vocal pop,12000,7660,731,53,11969,1
1445,End of the road,Boyz II Men,730904,441226,randb,7789,2624,189981,602,10496,1
1447,Song-song,Brad Mehldau,552084,221466,jazz,31606,20431,183806,-1,-1,1
1456,Talk about our love,Brandy,857997,484428,randb,605,4078,-1,-1,-1,1
1480,Slave to love,Bryan Ferry,924957,495967,rock,7728,1971,6431,6496,2453,1
1494,Everytime,Britney Spears,50617,477507,pop,900066,15208,185268,61223,9068,1
1505,That's where you take me,Britney Spears,896221,324983,pop,130663,9068,99492,177002,-1,1
1545,Crawlin' kingsnake,Buddy Guy,326186,515322,blues,7567,-1,-1,-1,-1,1
1547,I cry and sing the blues,Buddy Guy,1115,554866,blues,-1,-1,-1,-1,-1,0
1548,Mustang Sally,Buddy Guy,575270,927577,blues,12990,172009,-1,-1,-1,1
1558,Chan chan,Buena Vista Social Club,873273,300613,latin,5241,24568,1102,900058,181,1
1560,Dos gardenias,Buena Vista Social Club,841993,366782,latin,4964,1102,181,-1,-1,1
1564,Murmullo,Buena Vista Social Club,886943,197520,latin,1102,-1,-1,-1,-1,1
1565,Orgullecida,Buena Vista Social Club,872207,296439,latin,1564,1102,181,-1,-1,1
1567,Veinte anos,Buena Vista Social Club,974798,403659,latin,-1,-1,-1,-1,-1,0
1608,Minnie the Moocher,Cab Calloway,635642,400132,jazz,3664,32818,5002,-1,-1,1
1617,Any other name,Bobbi Humphrey,639453,42521,electro,-1,-1,-1,-1,-1,0
1676,Main theme,Caravelli,106973,98646,soundtrack,-1,-1,-1,-1,-1,0
1695,Quelqu'un m'a dit,Carla Bruni,273191,257455,vocal pop,4054,5920,5966,171713,5964,1
1722,Misty,Carmen McRae,942978,178319,jazz,7505,154421,176384,153771,33517,1
1732,Yesterday once more,Carpenters,810286,435548,pop,905,2789,60488,7273,-1,1
1755,Lady d'Arbanville,Cat Stevens,17186,400324,rock,1759,7273,1308,60488,4964,1
1759,Oh very young,Cat Stevens,319033,356732,rock,5797,4441,6906,4965,132806,1
1762,Sad Lisa,Cat Stevens,83216,385743,rock,60488,7273,4964,55467,5791,1
1845,April in Paris,Charlie Parker,890357,323145,jazz,1914,12452,-1,-1,-1,1
1905,Almost blue,Chet Baker,111290,24574,jazz,161826,1125,5914,7505,40208,1
1906,I fall in love too easily,Chet Baker,907127,213333,jazz,1921,114993,5762,63262,5012,1
1907,I'm glad there is you,Chet Baker,615952,133337,jazz,40238,115002,34386,8202,-1,1
1909,It's always you,Chet Baker,785674,131890,jazz,1910,-1,-1,-1,-1,1
1910,I've never been in love before,Chet Baker,884261,27440,jazz,1909,3455,40245,5762,11089,1
1914,Moon love,Chet Baker,631389,103125,jazz,1907,183074,3201,40236,153968,1
1918,Someone to watch over me,Chet Baker,606050,79120,jazz,1920,63262,154421,115002,8202,1
1920,This is always,Chet Baker,944742,65074,jazz,1918,7514,115002,8202,156806,1
1921,Time after time,Chet Baker,927492,98758,jazz,5914,114992,161481,34386,8202,1
1942,Prelude No.4,Martha Argerich,19655,139779,classical,-1,-1,-1,-1,-1,0
1957,Blue hotel,Chris Isaak,70116,577607,rock,1971,1480,7728,6431,731,1
1958,Blue Spanish Sky,Chris Isaak,10866,20749,rock,55467,-1,-1,-1,-1,1
1967,Nothing's changed,Chris Isaak,132261,381658,rock,-1,-1,-1,-1,-1,0
1971,Wicked game,Chris Isaak,42066,301133,rock,1957,1480,7728,89271,731,1
1985,Monday morning,Chris Rea,508435,155433,rock,-1,-1,-1,-1,-1,0
1997,Can't Hold Us Down,Christina Aguilera,109707,640581,pop,2623,4579,900137,130663,900178,1
2000,Fighter,Christina Aguilera,378367,805195,pop,2624,130663,117705,4579,401,1
2100,Fluffy tufts,Cocteau Twins,546813,78808,rock,2294,-1,-1,-1,-1,1
2105,Lorelei,Cocteau Twins,887335,476175,rock,2294,177402,4542,8134,-1,1
2115,Amsterdam,Coldplay,815303,303166,rock,9156,8150,1287,7966,162073,1
2133,Yellow,Coldplay,279291,353820,rock,9156,8150,10643,1287,7966,1
2136,Mood Indigo,Coleman Hawkins,855231,44918,jazz,2649,-1,-1,-1,-1,1
2167,Colorblind,Counting Crows,4455,305438,rock,42910,169085,10908,11366,-1,1
2173,Rain king,Counting Crows,273754,554620,rock,11366,6591,10908,53310,122286,1
2174,Round Here,Counting Crows,119515,329375,rock,2173,11366,6591,122286,7387,1
2186,Laura's theme,Craig Armstrong,63364,142670,electro,113555,13819,152775,78075,37515,1
2205,I can't be with you,The Cranberries,282277,559277,rock,-1,-1,-1,-1,-1,0
2206,No need to argue,The Cranberries,214188,43403,rock,6591,5950,10908,7387,8150,1
2233,Fortunate sun,Creedence Clearwater Revival,360918,690988,rock,4322,-1,-1,-1,-1,1
2286,Like cockatos,The Cure,38117,395709,rock,-1,-1,-1,-1,-1,0
2294,Plainsong,The Cure,270357,485576,rock,4542,2105,1260,7387,8134,1
2328,Tripping out,Curtis Mayfield,709180,540573,randb,-1,-1,-1,-1,-1,0
2335,La Vie En Rose,Cyndi Lauper,810824,37689,pop,-1,-1,-1,-1,-1,0
2360,Nightvision,Daft Punk,629154,48538,electro,2365,5596,120894,-1,-1,1
2365,Superheroes,Daft Punk,691572,1036703,electro,174014,3336,6634,-1,-1,1
2449,Heroes,David Bowie,73711,913136,rock,4441,4892,6300,4732,7282,1
2453,Let's dance,David Bowie,729685,817644,rock,6569,7728,4542,6431,1480,1
2500,Bringing down the light,David Sylvian,84708,4072,electro,-1,-1,-1,-1,-1,0
2501,The scent of magnolia,David Sylvian,68770,348273,electro,6247,-1,-1,-1,-1,1
2505,The host of seraphism,Dead Can Dance,75767,378626,electro,-1,-1,-1,-1,-1,0
2506,Viva Las Vegas,Dead Kennedys,772732,1000997,rock,3909,4542,122099,-1,-1,1
2524,Here's that rainy day,Dee Dee Bridgewater,851520,182408,jazz,39957,40568,114992,159530,34386,1
2531,Black night,Deep Purple,321000,645687,rock,14151,66,4732,127356,11078,1
2533,Child in time,Deep Purple,64964,768890,rock,4892,4893,14151,6300,2911,1
2537,Hush,Deep Purple,994388,823920,rock,2531,4893,4886,14151,4732,1
2552,Let's get rocked,Def Leppard,780839,823687,rock,8192,3779,14151,7660,168023,1
2582,Goodnight lovers,Depeche Mode,819567,47230,rock,22819,52259,6634,-1,-1,1
2610,Bad Habit,Destiny's Child,835697,449306,randb,43807,605,13683,4078,61232,1
2623,Soldier,Destiny's Child,825518,541896,randb,1997,186586,602,4579,126233,1
2624,Survivor,Destiny's Child,781739,418935,randb,2000,9180,4579,99893,186586,1
2649,Darn that dream,Dexter Gordon,922213,333581,jazz,63618,1914,34128,-1,-1,1
2664,Squeeze me,Diana Krall,854532,182473,jazz,97743,159530,40568,7504,63271,1
2671,I'm coming out,Diana Ross,948229,921490,randb,2789,7763,54511,1428,3597,1
2673,Last time I saw him,Diana Ross,900411,572005,randb,481,171706,72522,-1,-1,1
2693,Don't leave home,Dido,244485,352927,pop,10926,72524,171706,663,130663,1
2695,Here With Me,Dido,93331,494140,pop,13686,72524,72530,61223,174129,1
2700,White flag,Dido,273994,378609,pop,72524,61223,10926,174129,186591,1
2706,Honeysuckle rose,Dinah Shore,945914,483466,jazz,154511,33518,-1,-1,-1,1
2738,Timestretched,The Divine Comedy,207582,171503,rock,-1,-1,-1,-1,-1,0
2785,You know that I love you,Donell Jones,767820,431721,randb,10165,117825,44268,605,44032,1
2789,Hot stuff,Donna Summer,833219,882948,randb,2671,8157,1732,12000,1428,1
2802,A song for you,Donny Hathaway,153622,290854,randb,181,178,1102,76628,7060,1
2851,We're not making love no more,Dru Hill,733552,407726,randb,7789,21375,3655,10496,138099,1
2872,Mood indigo,Duke Ellington,934070,338765,jazz,3664,32818,1608,2649,-1,1
2880,Star crossed Lovers,Duke Ellington,936784,234993,jazz,5002,-1,-1,-1,-1,1
2911,Hotel California,Eagles,902054,470694,rock,4892,3169,4441,6929,6906,1
2939,Tell me why,Eddie Cochran,921832,188228,rock,-1,-1,-1,-1,-1,0
2981,Azure,Ella Fitzgerald,845945,9960,jazz,34386,33518,5985,-1,-1,1
2991,Lullaby of birdland,Ella Fitzgerald,823516,581949,jazz,32818,5762,12452,63271,114993,1
2992,Our love is here to stay,Ella Fitzgerald,962858,457627,jazz,115009,40047,-1,-1,-1,1
2994,Summertime,Ella Fitzgerald,932249,157530,jazz,32818,161826,5966,114992,1031,1
2995,The man I love,Ella Fitzgerald,963767,192783,jazz,63271,63715,5753,40047,154421,1
2998,Misty,Ella Fitzgerald,801008,199494,jazz,5753,161481,5966,1906,63973,1
2999,Speak low,Ella Fitzgerald,892592,260379,jazz,40530,-1,-1,-1,-1,1
3005,Blue eyes,Elton John,903091,326954,pop,1480,1428,53,5460,6496,1
3006,Can You Feel The Love Tonight,Elton John,814238,258837,pop,-1,-1,-1,-1,-1,0
3045,Harbor lights,Elvis Presley,864924,100567,rock,-1,-1,-1,-1,-1,0
3052,Love me tender,Elvis Presley,786469,283091,rock,6367,3457,953,7282,7273,1
3071,Big Winnie,Eminem,339817,566356,hip hop,-1,-1,-1,-1,-1,0
3076,Encore - curtains down,Eminem,234975,485268,hip hop,-1,-1,-1,-1,-1,0
3079,Like toy soldiers,Eminem,236218,399878,hip hop,4999,14293,5942,6741,108473,1
3089,Rain man,Eminem,239104,415692,hip hop,4999,86990,14293,5941,-1,1
3090,Say goodbye Hollywood,Eminem,398887,477684,hip hop,21568,-1,-1,-1,-1,1
3116,Strange and beautiful (i'll put a spell on you),Aqualung,931347,275184,rock,123335,60407,12587,120000,15452,1
3125,Theme,Ennio Morricone,137730,227693,soundtrack,-1,-1,-1,-1,-1,0
3130,Theme,Angelo Badalamenti,974595,149212,soundtrack,-1,-1,-1,-1,-1,0
3135,A Day Without Rain,Enya,893005,290936,vocal pop,-1,-1,-1,-1,-1,0
3141,Storms In Africa,Enya,537782,394450,vocal pop,-1,-1,-1,-1,-1,0
3158,Kind hearted woman blues,Eric Clapton,363365,543459,rock,3159,7567,-1,-1,-1,1
3159,Last fair deal gone down,Eric Clapton,1000108,1044551,rock,-1,-1,-1,-1,-1,0
3160,Layla,Eric Clapton,875164,536791,rock,3169,4892,2911,6906,4893,1
3169,Tears in heaven,Eric Clapton,770063,259624,rock,3160,89271,2911,4892,4441,1
3172,After midnight,Eric Clapton,993228,986629,rock,13027,2911,4441,172009,7273,1
3201,Misty,Erroll Garner,982323,199437,jazz,165732,1914,34386,63987,-1,1
3203,Turquoise,Erroll Garner,895262,412542,jazz,-1,-1,-1,-1,-1,0
3207,Certainly,Erykah Badu,743809,521389,randb,4868,181919,181,1102,68053,1
3210,No love,Erykah Badu,808792,454364,randb,4868,181919,179629,98745,181,1
3221,I've forgotten more than you ever know about him,Esther Phillips,921573,576544,blues,-1,-1,-1,-1,-1,0
3239,I got it bad and that ain't good,Etta James,217528,163614,blues,-1,-1,-1,-1,-1,0
3240,I just want to make love to you,Etta James,814350,978817,jazz,554,6227,1102,953,12990,1
3265,Bring me to life,Evanescence,138685,885503,rock,15189,64864,4999,9,108473,1
3307,Epic,Faith No More,338140,901626,rock,24715,53310,92824,6591,22102,1
3320,We care a lot,Faith No More,281838,872863,rock,53310,24715,92824,14067,22102,1
3333,Because We Can,Fatboy Slim,737344,918831,electro,10144,186685,-1,-1,-1,1
3336,The rockafeller skank,Fatboy Slim,544806,1050491,electro,24682,4126,11581,24715,93990,1
3338,Jack it up,Fatboy Slim,736122,1043467,electro,-1,-1,-1,-1,-1,0
3399,Saudade,Flora Purim,872403,175429,latin,135388,116199,40443,-1,-1,1
3413,Best of you,Foo Fighters,819805,898070,rock,5942,92824,161318,14067,6209,1
3423,That was yesterday,Foreigner,143395,746697,rock,6569,7728,-1,-1,-1,1
3453,In the wee small hours of the morning,Frank Sinatra,898721,99809,vocal pop,5762,3664,-1,-1,-1,1
3455,I've got you under my skin,Frank Sinatra,974593,320894,vocal pop,5762,5104,3664,32818,1608,1
3457,Strangers in the night,Frank Sinatra,993545,285066,vocal pop,5104,165671,5762,3664,6367,1
3485,Living on my own,Freddie Mercury,233869,552501,rock,7660,2453,12000,7127,3776,1
3502,Moani Ke'ala,Gabby Pahinui,942031,191506,world,-1,-1,-1,-1,-1,0
3504,Eu sei que vou te amar,Gal Costa,960700,66223,latin,-1,-1,-1,-1,-1,0
3522,Cherry lips (Go baby go),Garbage,733027,920432,rock,53310,7387,22102,130663,64922,1
3527,Milk,Garbage,127937,312126,rock,13686,46459,6591,5950,7387,1
3571,Looking for someone,Genesis,123708,661024,rock,22697,-1,-1,-1,-1,1
3597,Father figure,George Michael,752525,225375,pop,1480,6496,731,1971,54511,1
3633,It's raining men,Geri Halliwell,821111,917465,pop,401,4277,97298,15390,184082,1
3655,So anxious,Ginuwine,704706,296565,randb,7789,10496,602,605,10165,1
3664,In The Mood,Glenn Miller,914180,604790,jazz,1608,165671,5762,161826,6708,1
3674,dance of the blessed spirits,Christoph Willibald Gluck,254462,174094,classical,-1,-1,-1,-1,-1,0
3775,Don't cry,Guns N' Roses,59304,706270,rock,41773,7127,4892,6580,4732,1
3776,Knockin' On Heaven's Door,Guns N' Roses,827621,592696,rock,7127,4892,14151,4732,86433,1
3778,Live And Let Die,Guns N' Roses,617283,960434,rock,127356,14151,6569,4892,86433,1
3779,Paradise city,Guns N' Roses,403227,981214,rock,11078,66,14151,86433,4886,1
3786,Introduction,George Frideric Handel,883445,463471,classical,-1,-1,-1,-1,-1,0
3852,The kiss,Herbie Hancock,862785,324090,soundtrack,182356,-1,-1,-1,-1,1
3879,The prophecy,Howard Shore,93574,254445,soundtrack,122994,13697,12356,62004,-1,1
3908,Long distance,Iggy Pop,240035,10294,rock,133351,-1,-1,-1,-1,1
3909,Lust for life,Iggy Pop,733130,891044,rock,4542,4263,6929,1287,23189,1
3959,Little things,India.Arie,957221,400506,randb,126243,43807,-1,-1,-1,1
3983,The Gift,INXS,117666,817897,rock,7728,6431,1480,-1,-1,1
4038,Ain't no sunshine,The Jackson 5,96296,553992,randb,-1,-1,-1,-1,-1,0
4039,Can you feel it,The Jackson 5,901464,831843,randb,-1,-1,-1,-1,-1,0
4054,Ne me quitte pas,Jacques Brel,156600,192941,vocal pop,55467,5920,4964,-1,-1,1
4067,Could it be,Jaheim,879488,503665,randb,605,10496,-1,-1,-1,1
4078,Thank You,Jamelia,828320,538153,randb,9982,61232,119499,-1,-1,1
4095,It's a man's man's man's world,James Brown,110077,759687,randb,181,1102,554,953,6227,1
4098,Living in America,James Brown,841968,817060,randb,181,554,-1,-1,-1,1
4123,Black capricorn day,Jamiroquai,597371,862195,randb,164660,-1,-1,-1,-1,1
4126,Canned Heat,Jamiroquai,889871,934332,randb,900058,3336,8150,1287,11581,1
4149,70's love groove,Janet Jackson,865661,46131,randb,605,186586,-1,-1,-1,1
4150,Come back to me,Janet Jackson,849688,351837,randb,20701,602,7789,186586,6496,1
4155,Looking for love,Janet Jackson,844186,36921,randb,43786,61232,4078,-1,-1,1
4263,Somebody to love,Jefferson Airplane,616082,974438,rock,132806,6929,458,5623,8134,1
4277,Let's get loud,Jennifer Lopez,871137,969589,pop,6827,3633,190183,179018,186586,1
4279,Should've never,Jennifer Lopez,178670,292678,pop,61232,73289,-1,-1,-1,1
4299,Calling You,Bob Telson,296522,88561,soundtrack,-1,-1,-1,-1,-1,0
4311,Fire,Jimi Hendrix,565286,975940,rock,4893,12777,4263,8134,3160,1
4322,Wild thing,Jimi Hendrix,245788,949799,rock,4880,6929,4263,2537,458,1
4342,I Love Rock And Roll,Joan Jett and the Blackhearts,776551,888642,rock,4732,3779,15538,7127,14151,1
4366,You can leave your hat on,Joe Cocker,226827,790785,rock,3160,6576,2911,6906,458,1
4414,Serenity,John Coltrane,55948,355044,jazz,-1,-1,-1,-1,-1,0
4419,Too young to get steady,John Coltrane,193712,406776,jazz,-1,-1,-1,-1,-1,0
4428,Deep blue sea,John Lee Hooker,52099,281823,blues,-1,-1,-1,-1,-1,0
4441,Imagine,John Lennon,857186,351723,pop,4892,2911,3169,6300,6906,1
4449,Working class hero,John Lennon,25766,210649,pop,21195,4892,1308,5791,12777,1
4454,Manha de carnaval,Al Di Meola,320037,306053,jazz,-1,-1,-1,-1,-1,0
4542,Love will tear us apart,Joy Division,206736,738022,rock,52179,2453,1260,6627,1287,1
4579,Cry me a river,Justin Timberlake,265506,477426,pop,2624,189981,2000,171574,900137,1
4593,That day,Karrin Allyson,954677,29393,soundtrack,7505,2664,114998,159530,114992,1
4626,Sail away,Kate Bush,880040,484025,pop,-1,-1,-1,-1,-1,0
4633,That's the way I like it,KC and The Sunshine Band,944277,922119,randb,2789,-1,-1,-1,-1,1
4635,Over the rainbow,Keith Jarrett,504951,178836,jazz,78971,168218,34785,40231,20431,1
4653,Behind these hazel eyes,Kelly Clarkson,148141,928554,pop,662,130663,2000,401,46459,1
4654,Since you been gone,Kelly Clarkson,15519,960428,pop,4653,8618,15185,117705,2000,1
4662,Goodbye,Kevin Shields,71708,32251,soundtrack,60205,37515,182356,182355,-1,1
4667,Pleasure is kisses within,Keziah Jones,854937,320212,randb,-1,-1,-1,-1,-1,0
4691,She woolf daydreaming,Kid Loco,715348,323513,electro,59217,5645,59411,-1,-1,1
4695,Somebody told me,The Killers,290482,957932,rock,10629,127033,185276,161318,23189,1
4731,Rock and roll all nite,Kiss,884735,937703,rock,127102,11078,14151,86433,8192,1
4732,I was made for lovin' you,Kiss,814711,945092,rock,127356,7127,3779,86433,14151,1
4766,4 u,Korn,45616,552305,metal,4769,14293,133108,131953,-1,1
4769,It's gonna go away,Korn,60568,790901,metal,-1,-1,-1,-1,-1,0
4868,Ex-factor,Lauryn Hill,881204,436508,randb,13966,99893,181,602,126233,1
4874,Babe I'm gonna leave you,Led Zeppelin,10245,893684,rock,4880,2533,14151,12777,6569,1
4880,Dazed and confused,Led Zeppelin,14870,735102,rock,2533,14151,12777,4263,66,1
4882,Heartbreaker,Led Zeppelin,389681,802799,rock,4893,14151,4311,12777,66,1
4886,Immigrant Song,Led Zeppelin,266642,995790,rock,4893,14151,6300,6929,66,1
4888,Rain song,Led Zeppelin,241279,177194,rock,22697,50801,14151,4311,4322,1
4889,Ramble on,Led Zeppelin,330389,675579,rock,4893,14151,12777,66,6569,1
4892,Stairway to heaven,Led Zeppelin,140075,963587,rock,6300,2911,2533,14151,11078,1
4893,Whole Lotta love,Led Zeppelin,296969,765115,rock,4889,14151,6300,12777,66,1
4925,California,Lenny Kravitz,479643,991006,rock,51197,10908,53309,3307,91498,1
4927,Can we find a reason,Lenny Kravitz,152465,239914,rock,243,-1,-1,-1,-1,1
4937,Live,Lenny Kravitz,803674,819106,rock,65322,22055,-1,-1,-1,1
4940,My Precious Love,Lenny Kravitz,802153,504927,rock,243,-1,-1,-1,-1,1
4964,Suzanne,Leonard Cohen,281051,188770,folk,1308,137016,8103,8134,12777,1
4965,Take this longing,Leonard Cohen,158459,70263,folk,8103,7273,-1,-1,-1,1
4998,Breaking The Habit,Linkin Park,10993,927941,rock,14293,167099,22287,22055,9,1
4999,Numb,Linkin Park,89330,804214,rock,14293,9,22055,167099,22287,1
5002,On the sunny side of the street,Lionel Hampton,848326,418253,jazz,-1,-1,-1,-1,-1,0
5009,It had to be you,Lisa Ekdahl,944057,317334,jazz,5012,5018,115002,7505,63652,1
5010,Just for a thrill,Lisa Ekdahl,929385,323009,jazz,5012,5019,-1,-1,-1,1
5011,Nature boy,Lisa Ekdahl,925383,48866,jazz,5016,115002,168244,40572,63262,1
5012,Night and day,Lisa Ekdahl,815942,427947,jazz,5018,114998,34386,1906,-1,1
5016,Tea for two,Lisa Ekdahl,957126,194095,jazz,5018,5011,63645,-1,-1,1
5018,The lonely one,Lisa Ekdahl,320623,90842,jazz,5012,115002,6160,10090,-1,1
