Song_id,Title,Artist,Valance,Arousal,Genre
955,Another lonely day,Ben Harper,206676,64000,rock
960,Dust my broom,Ben Harper,316720,409000,rock
974,Please me like you want to,Ben Harper,796704,269000,rock
991,My Romance,Ben Webster,876290,148000,jazz
1004,Requiem,Hector Berlioz,58290,148000,classical
1006,Requiem,Hector Berlioz,106276,50000,classical
1022,Devil's gonna get you,Bessie Smith,325720,409000,blues
1031,Open the door,Betty Carter,876320,402000,jazz
1036,Crazy in love,Beyonc_É,881792,902000,randb
1037,Dangerously in love 2,Beyonc_É,102117,353000,randb
1039,Gift from Virgo,Beyonc_É,832074,22000,randb
1071,April in Paris,Bill Evans,556491,162000,jazz
1102,Ain't no sunshine,Bill Withers,206719,381000,randb
1125,Gloomy sunday,Billie Holiday,58303,241000,jazz
1140,You Within Me Within You,Billy Cobham,556503,241000,jazz
1170,Me and Mrs Jones,Billy Paul,902132,465000,randb
1193,Cocoon,Bj_¢Æ__rk,26475,36000,electro
1197,Harm of will,Bj_¢Æ__rk,246303,241000,electro
1199,Hidden place,Bj_¢Æ__rk,56519,381000,electro
1201,Hunter,Bj_¢Æ__rk,36747,596000,electro
1206,Like someone in love,Bj_¢Æ__rk,875674,22000,electro
1211,Pluto,Bj_¢Æ__rk,26549,632000,electro
1258,I miss you,Blink-182,73348,608000,rock
1260,Atomic,Blondie,866792,908000,pop
1272,Everybody Needs Somebody to Love,Blues Brothers,906407,981990,randb
1283,No distance left to run,Blur,66704,255000,rock
1287,Song 2,Blur,872791,896000,rock
1308,Blowin' in the wind,Bob Dylan,246320,409000,folk
1320,Lay lady lay,Bob Dylan,875719,395000,folk
1321,Maggie's farm,Bob Dylan,316750,644000,folk
1324,Pledging my time,Bob Dylan,323333,479000,folk
1327,The Man In Me,Bob Dylan,875733,479000,folk
1329,Tomorrow is a long time,Bob Dylan,206677,78000,folk
1347,Could you be loved,Bob Marley,875734,506000,reggae
1352,Is this love,Bob Marley,875734,493000,reggae
1353,Jammin',Bob Marley,866734,493000,reggae
1355,No woman no cry,Bob Marley,866733,479000,reggae
1358,Redemption song,Bob Marley,246333,479000,reggae
1362,Waiting in vain,Bob Marley,556733,479000,reggae
1428,Total eclipse of the heart,Bonnie Tyler,58361,692000,vocal pop
1445,End of the road,Boyz II Men,796719,381000,randb
1447,Song-song,Brad Mehldau,556490,148000,jazz
1456,Talk about our love,Brandy,796720,409000,randb
1480,Slave to love,Bryan Ferry,875733,479000,rock
1494,Everytime,Britney Spears,66719,381000,pop
1505,That's where you take me,Britney Spears,796719,395000,pop
1545,Crawlin' kingsnake,Buddy Guy,323333,479000,blues
1547,I cry and sing the blues,Buddy Guy,58346,584000,blues
1548,Mustang Sally,Buddy Guy,653391,896000,blues
1558,Chan chan,Buena Vista Social Club,866719,395000,latin
1560,Dos gardenias,Buena Vista Social Club,875719,381000,latin
1564,Murmullo,Buena Vista Social Club,906304,255000,latin
1565,Orgullecida,Buena Vista Social Club,904519,395000,latin
1567,Veinte anos,Buena Vista Social Club,876320,409000,latin
1608,Minnie the Moocher,Cab Calloway,556812,397782,jazz
1617,Any other name,Bobbi Humphrey,616473,1000,electro
1619,A day in the sun,Caf_É Del Mar,670103,241000,electro
1676,Main theme,Caravelli,66690,148000,soundtrack
1695,Quelqu'un m'a dit,Carla Bruni,246306,297000,vocal pop
1722,Misty,Carmen McRae,904490,148000,jazz
1732,Yesterday once more,Carpenters,875733,479000,pop
1755,Lady d'Arbanville,Cat Stevens,58320,409000,rock
1759,Oh very young,Cat Stevens,246306,297000,rock
1762,Sad Lisa,Cat Stevens,58306,297000,rock
1801,Luiza,Ces_¢Æ__ria _âvora,58290,148000,world
1808,Sodade,Ces_¢Æ__ria _âvora,206691,162000,world
1828,Ave Maria,Charles-Fran_°À_¢Æ¢Øois Gounod,875703,241000,classical
1845,April in Paris,Charlie Parker,906306,297000,jazz
1905,Almost blue,Chet Baker,206674,22000,jazz
1906,I fall in love too easily,Chet Baker,845690,148000,jazz
1907,I'm glad there is you,Chet Baker,684490,148000,jazz
1909,It's always you,Chet Baker,874490,148000,jazz
1910,I've never been in love before,Chet Baker,904474,22000,jazz
1914,Moon love,Chet Baker,574474,22000,jazz
1918,Someone to watch over me,Chet Baker,686274,22000,jazz
1920,This is always,Chet Baker,876274,22000,jazz
1921,Time after time,Chet Baker,906289,120000,jazz
1942,Prelude No.4,Martha Argerich,58276,50000,classical
1957,Blue hotel,Chris Isaak,58350,644000,rock
1958,Blue Spanish Sky,Chris Isaak,58274,22000,rock
1967,Nothing's changed,Chris Isaak,66706,297000,rock
1971,Wicked game,Chris Isaak,58305,283000,rock
1985,Monday morning,Chris Rea,557691,162000,rock
1997,Can't Hold Us Down,Christina Aguilera,73349,620000,pop
2000,Fighter,Christina Aguilera,323363,716000,pop
2100,Fluffy tufts,Cocteau Twins,634491,162000,rock
2105,Lorelei,Cocteau Twins,876319,395000,rock
2115,Amsterdam,Coldplay,866704,269000,rock
2133,Yellow,Coldplay,206719,381000,rock
2136,Mood Indigo,Coleman Hawkins,906274,22000,jazz
2167,Colorblind,Counting Crows,58304,269000,rock
2173,Rain king,Counting Crows,246350,644000,rock
2174,Round Here,Counting Crows,58320,409000,rock
2186,Laura's theme,Craig Armstrong,66703,241000,electro
2205,I can't be with you,The Cranberries,246349,632000,rock
2206,No need to argue,The Cranberries,206674,22000,rock
2233,Fortunate sun,Creedence Clearwater Revival,323363,716000,rock
2286,Like cockatos,The Cure,36719,381000,rock
2294,Plainsong,The Cure,246346,572000,rock
2328,Tripping out,Curtis Mayfield,796733,479000,randb
2335,La Vie En Rose,Cyndi Lauper,866674,22000,pop
2360,Nightvision,Daft Punk,620073,1000,electro
2365,Superheroes,Daft Punk,641407,981990,electro
2449,Heroes,David Bowie,58391,896000,rock
2453,Let's dance,David Bowie,656391,896000,rock
2500,Bringing down the light,David Sylvian,60087,92000,electro
2501,The scent of magnolia,David Sylvian,58319,395000,electro
2505,The host of seraphism,Dead Can Dance,58317,353000,electro
2506,Viva Las Vegas,Dead Kennedys,756408,990990,rock
2524,Here's that rainy day,Dee Dee Bridgewater,836689,120000,jazz
2531,Black night,Deep Purple,323363,716000,rock
2533,Child in time,Deep Purple,58361,692000,rock
2537,Hush,Deep Purple,906392,908000,rock
2552,Let's get rocked,Def Leppard,873391,884000,rock
2582,Goodnight lovers,Depeche Mode,856474,22000,rock
2610,Bad Habit,Destiny's Child,882933,479000,randb
2623,Soldier,Destiny's Child,796733,479000,randb
2624,Survivor,Destiny's Child,796733,479000,randb
2649,Darn that dream,Dexter Gordon,906304,269000,jazz
2664,Squeeze me,Diana Krall,785689,120000,jazz
2671,I'm coming out,Diana Ross,891391,896000,randb
2673,Last time I saw him,Diana Ross,875733,479000,randb
2693,Don't leave home,Dido,244519,395000,pop
2695,Here With Me,Dido,66733,479000,pop
2700,White flag,Dido,206719,381000,pop
2706,Honeysuckle rose,Dinah Shore,906319,395000,jazz
2738,Timestretched,The Divine Comedy,230090,148000,rock
2785,You know that I love you,Donell Jones,805719,395000,randb
2789,Hot stuff,Donna Summer,821392,908000,randb
2802,A song for you,Donny Hathaway,246303,241000,randb
2851,We're not making love no more,Dru Hill,796733,479000,randb
2872,Mood indigo,Duke Ellington,904503,241000,jazz
2880,Star crossed Lovers,Duke Ellington,876303,241000,jazz
2911,Hotel California,Eagles,866733,479000,rock
2939,Tell me why,Eddie Cochran,874503,241000,rock
2981,Azure,Ella Fitzgerald,874476,50000,jazz
2991,Lullaby of birdland,Ella Fitzgerald,906334,506000,jazz
2992,Our love is here to stay,Ella Fitzgerald,906334,493000,jazz
2994,Summertime,Ella Fitzgerald,906304,255000,jazz
2995,The man I love,Ella Fitzgerald,875704,255000,jazz
2998,Misty,Ella Fitzgerald,876289,134000,jazz
2999,Speak low,Ella Fitzgerald,874506,297000,jazz
3005,Blue eyes,Elton John,875703,241000,pop
3006,Can You Feel The Love Tonight,Elton John,875703,241000,pop
3045,Harbor lights,Elvis Presley,906274,22000,rock
3052,Love me tender,Elvis Presley,875703,241000,rock
3071,Big Winnie,Eminem,312733,479000,hip hop
3076,Encore - curtains down,Eminem,312733,479000,hip hop
3079,Like toy soldiers,Eminem,306733,479000,hip hop
3089,Rain man,Eminem,312733,479000,hip hop
3090,Say goodbye Hollywood,Eminem,312733,479000,hip hop
3116,Strange and beautiful (i'll put a spell on you),Aqualung,845717,353000,rock
3125,Theme,Ennio Morricone,58301,211000,soundtrack
3130,Theme,Angelo Badalamenti,890088,113000,soundtrack
3135,A Day Without Rain,Enya,866703,241000,vocal pop
3141,Storms In Africa,Enya,636319,395000,vocal pop
3158,Kind hearted woman blues,Eric Clapton,316733,479000,rock
3159,Last fair deal gone down,Eric Clapton,903409,999990,rock
3160,Layla,Eric Clapton,875733,479000,rock
3169,Tears in heaven,Eric Clapton,836703,241000,rock
3172,After midnight,Eric Clapton,938208,990990,rock
3181,Plavalaguna,_âric Serra,90073,1000,soundtrack
3201,Misty,Erroll Garner,906303,241000,jazz
3203,Turquoise,Erroll Garner,906318,367000,jazz
3207,Certainly,Erykah Badu,803333,479000,randb
3210,No love,Erykah Badu,796733,479000,randb
3221,I've forgotten more than you ever know about him,Esther Phillips,873333,479000,blues
3239,I got it bad and that ain't good,Etta James,227703,241000,blues
3240,I just want to make love to you,Etta James,873391,884000,jazz
3265,Bring me to life,Evanescence,58376,788000,rock
3307,Epic,Faith No More,323391,884000,rock
3320,We care a lot,Faith No More,323391,884000,rock
3333,Because We Can,Fatboy Slim,677407,977490,electro
3336,The rockafeller skank,Fatboy Slim,643207,981990,electro
3338,Jack it up,Fatboy Slim,641407,981990,electro
3399,Saudade,Flora Purim,876303,241000,latin
3413,Best of you,Foo Fighters,872791,896000,rock
3423,That was yesterday,Foreigner,73363,716000,rock
3453,In the wee small hours of the morning,Frank Sinatra,906275,36000,vocal pop
3455,I've got you under my skin,Frank Sinatra,888919,381000,vocal pop
3457,Strangers in the night,Frank Sinatra,906304,269000,vocal pop
3485,Living on my own,Freddie Mercury,316750,644000,rock
3502,Moani Ke'ala,Gabby Pahinui,906290,148000,world
3504,Eu sei que vou te amar,Gal Costa,874474,22000,latin
3522,Cherry lips (Go baby go),Garbage,653391,896000,rock
3527,Milk,Garbage,58319,395000,rock
3571,Looking for someone,Genesis,73364,728000,rock
3597,Father figure,George Michael,796704,269000,pop
3633,It's raining men,Geri Halliwell,891407,981990,pop
3655,So anxious,Ginuwine,796719,381000,randb
3664,In The Mood,Glenn Miller,908149,620000,jazz
3674,dance of the blessed spirits,Christoph Willibald Gluck,246303,241000,classical
3775,Don't cry,Guns N' Roses,58361,680000,rock
3776,Knockin' On Heaven's Door,Guns N' Roses,873346,584000,rock
3778,Live And Let Die,Guns N' Roses,653407,981990,rock
3779,Paradise city,Guns N' Roses,312807,981990,rock
3786,Introduction,George Frideric Handel,875733,479000,classical
3852,The kiss,Herbie Hancock,872103,241000,soundtrack
3879,The prophecy,Howard Shore,58317,353000,soundtrack
3908,Long distance,Iggy Pop,226474,22000,rock
3909,Lust for life,Iggy Pop,653407,981990,rock
3959,Little things,India.Arie,874519,395000,randb
3983,The Gift,INXS,26591,884000,rock
4038,Ain't no sunshine,The Jackson 5,66733,479000,randb
4039,Can you feel it,The Jackson 5,906392,908000,randb
4054,Ne me quitte pas,Jacques Brel,58289,134000,vocal pop
4067,Could it be,Jaheim,796733,479000,randb
4078,Thank You,Jamelia,882933,479000,randb
4095,It's a man's man's man's world,James Brown,58361,692000,randb
4098,Living in America,James Brown,906392,908000,randb
4123,Black capricorn day,Jamiroquai,631791,896000,randb
4126,Canned Heat,Jamiroquai,891407,981990,randb
4149,70's love groove,Janet Jackson,832074,22000,randb
4150,Come back to me,Janet Jackson,796717,353000,randb
4155,Looking for love,Janet Jackson,832074,22000,randb
4263,Somebody to love,Jefferson Airplane,653407,981990,rock
4277,Let's get loud,Jennifer Lopez,906392,908000,pop
4279,Should've never,Jennifer Lopez,242103,241000,pop
4299,Calling You,Bob Telson,246274,22000,soundtrack
4311,Fire,Jimi Hendrix,653407,981990,rock
4322,Wild thing,Jimi Hendrix,312791,884000,rock
4342,I Love Rock And Roll,Joan Jett and the Blackhearts,873391,884000,rock
4366,You can leave your hat on,Joe Cocker,323391,884000,rock
4414,Serenity,John Coltrane,26520,409000,jazz
4419,Too young to get steady,John Coltrane,246333,479000,jazz
4428,Deep blue sea,John Lee Hooker,73319,381000,blues
4441,Imagine,John Lennon,875719,381000,pop
4449,Working class hero,John Lennon,58290,148000,pop
4454,Manha de carnaval,Al Di Meola,244505,283000,jazz
4542,Love will tear us apart,Joy Division,246350,644000,rock
4579,Cry me a river,Justin Timberlake,242133,479000,pop
4593,That day,Karrin Allyson,866674,22000,soundtrack
4626,Sail away,Kate Bush,890120,409000,pop
4633,That's the way I like it,KC and The Sunshine Band,906391,896000,randb
4635,Over the rainbow,Keith Jarrett,556490,148000,jazz
4653,Behind these hazel eyes,Kelly Clarkson,58391,896000,pop
4654,Since you been gone,Kelly Clarkson,58391,896000,pop
4662,Goodbye,Kevin Shields,26473,1000,soundtrack
4667,Pleasure is kisses within,Keziah Jones,875719,395000,randb
4691,She woolf daydreaming,Kid Loco,632103,241000,electro
4695,Somebody told me,The Killers,206807,981990,rock
4731,Rock and roll all nite,Kiss,903407,981990,rock
4732,I was made for lovin' you,Kiss,866792,908000,rock
4766,4 u,Korn,26533,479000,metal
4769,It's gonna go away,Korn,28376,782000,metal
4868,Ex-factor,Lauryn Hill,805719,395000,randb
4874,Babe I'm gonna leave you,Led Zeppelin,58391,896000,rock
4880,Dazed and confused,Led Zeppelin,43361,692000,rock
4882,Heartbreaker,Led Zeppelin,323363,716000,rock
4886,Immigrant Song,Led Zeppelin,312807,981990,rock
4888,Rain song,Led Zeppelin,226490,148000,rock
4889,Ramble on,Led Zeppelin,323363,716000,rock
4892,Stairway to heaven,Led Zeppelin,213392,908000,rock
4893,Whole Lotta love,Led Zeppelin,323363,716000,rock
4925,California,Lenny Kravitz,516407,981990,rock
4927,Can we find a reason,Lenny Kravitz,246303,241000,rock
4937,Live,Lenny Kravitz,873391,890000,rock
4940,My Precious Love,Lenny Kravitz,875746,572000,rock
4964,Suzanne,Leonard Cohen,246290,148000,folk
4965,Take this longing,Leonard Cohen,244490,148000,folk
4973,Kalinka,Les Choeurs de l'Arm_Ée Rouge,873407,981990,world
4998,Breaking The Habit,Linkin Park,58407,981990,rock
4999,Numb,Linkin Park,58391,884000,rock
5002,On the sunny side of the street,Lionel Hampton,906334,506000,jazz
5009,It had to be you,Lisa Ekdahl,906305,283000,jazz
5010,Just for a thrill,Lisa Ekdahl,887719,395000,jazz
5011,Nature boy,Lisa Ekdahl,836690,148000,jazz
5012,Night and day,Lisa Ekdahl,876319,395000,jazz
5016,Tea for two,Lisa Ekdahl,887704,255000,jazz
5018,The lonely one,Lisa Ekdahl,227690,148000,jazz
5019,What is this thing called love,Lisa Ekdahl,875690,148000,jazz
5025,La Campanella,Franz Liszt,875720,409000,classical
5048,Backwoods,Lloyd Cole,866706,297000,rock
5078,Mambo No. 5,Lou Bega,0,0,pop
5104,What a wonderful world,Louis Armstrong,875704,269000,jazz
5131,Lo eres todo,Luz Casal,58290,148000,vocal pop
5154,One step beyond,Madness,641407,981990,rock
5163,Crazy for you,Madonna,875733,479000,pop
5211,Symphony No.3 - mvt No.4,Rafael Kubel_°À_Ék,875673,1000,classical
5227,Java jive,The Manhattan Transfer,756306,297000,randb
5241,Bongo bong,Manu Chao,228906,311000,world
5242,Clandestino,Manu Chao,246333,479000,world
5263,Flamengo At_É Morrer,Marcos Valle,887719,395000,latin
5315,Harder to breathe,Maroon 5,316763,716000,pop
5317,She will be loved,Maroon 5,866734,506000,pop
5326,Your precious love,Marvin Gaye,906333,479000,randb
5360,Be thankful for what you got,Massive Attack,875720,409000,electro
5361,Better things,Massive Attack,58304,269000,electro
5366,Everywhen,Massive Attack,230117,353000,electro
5380,Special cases,Massive Attack,60119,381000,electro
5433,Bat out of hell,Meat Loaf,875807,981990,rock
5459,Bad,Michael Jackson,623391,896000,pop
5460,Beat it,Michael Jackson,231378,818000,pop
5523,Blue in green,Miles Davis,556474,22000,jazz
5570,18,Moby,230089,120000,electro
5587,In this world,Moby,58349,620000,electro
5596,Porcelain,Moby,890148,602000,electro
5601,Sleep alone,Moby,198289,134000,electro
5606,Why does my heart feel so bad,Moby,198319,395000,electro
5623,Nights in white satin,The Moody Blues,58346,572000,rock
5637,Fear and love,Morcheeba,246333,479000,electro
5641,Over and over,Morcheeba,206706,297000,electro
5645,The sea,Morcheeba,906334,493000,electro
5646,Undress me now,Morcheeba,874519,381000,electro
5683,Piano concerto No.21 - mvt No.2,Wolfgang Amadeus Mozart,875674,22000,classical
5684,Piano concerto No.23 - mvt No.2,Wolfgang Amadeus Mozart,58304,269000,classical
5690,Lacrimosa,Wolfgang Amadeus Mozart,58303,241000,classical
5730,Popular,Nada Surf,73391,884000,rock
5750,As Time Goes By,Nat King Cole,875733,479000,jazz
5751,Autumn Leaves,Nat King Cole,246303,241000,jazz
5752,Blue moon,Nat King Cole,887734,493000,jazz
5753,Fly me to the moon,Nat King Cole,904489,120000,jazz
5754,Let there be love,Nat King Cole,876306,297000,randb
5762,Unforgettable,Nat King Cole,906303,241000,jazz
5763,When I fall in love,Nat King Cole,876289,120000,jazz
5767,Tell me all about it,Natalie Cole,556719,395000,vocal pop
5791,Heart of gold,Neil Young,246305,283000,folk
5795,I've loved her so long,Neil Young,875719,395000,folk
5797,Old man,Neil Young,206706,297000,folk
5820,Leb wohl,Neu!,560073,1000,rock
5838,Sunrise,New Order,58407,981990,rock
5864,Dread the passage of Jesus,Nick Cave,58303,241000,rock
5865,I put a spell on you,Nick Cave,26547,596000,rock
5871,The carny,Nick Cave,26562,704000,rock
5910,Don't explain,Nina Simone,58273,1000,jazz
5912,I got it bad and that ain't good,Nina Simone,246303,241000,jazz
5913,I love you Porgy,Nina Simone,246303,241000,jazz
5914,I Put A Spell On You,Nina Simone,58331,451000,jazz
5918,Mr Bojangles,Nina Simone,866703,241000,jazz
5920,Ne me quitte pas,Nina Simone,58303,241000,jazz
5922,Strange fruit,Nina Simone,58273,1000,jazz
5924,Slipping away,Nine Inch Nails,26591,896000,rock
5940,Polly,Nirvana,222906,297000,rock
5941,Rape me,Nirvana,73392,908000,rock
5942,Smells like teen spirit,Nirvana,133407,981990,rock
5943,Something in the way,Nirvana,75076,50000,rock
5950,Just a girl,No Doubt,316807,981990,rock
5964,Come away with me,Norah Jones,866674,22000,jazz
5966,Don't Know Why,Norah Jones,246304,269000,jazz
5967,Don't miss you at all,Norah Jones,655691,176000,jazz
5971,I've got to see you again,Norah Jones,246289,120000,jazz
5973,Nightingale,Norah Jones,866704,269000,jazz
5974,One flight down,Norah Jones,246303,241000,jazz
5977,Seven years,Norah Jones,246291,162000,jazz
5983,The prettiest thing,Norah Jones,866704,269000,jazz
5984,Those sweet words,Norah Jones,866704,269000,jazz
5985,Toes,Norah Jones,556719,395000,jazz
5992,Suicidal thoughts,The Notorious B.I.G.,312133,479000,hip hop
5993,The what,The Notorious B.I.G.,312133,479000,hip hop
5995,Warning,The Notorious B.I.G.,312133,479000,hip hop
6021,Slide away,Oasis,246391,884000,rock
6026,Up in the sky,Oasis,483407,981990,rock
6037,Orf_Ée aux enfers - Ouverture,Jacques Offenbach,938179,830000,classical
6087,I've been loving you too long,Otis Redding,58333,479000,randb
6088,I've got dreams to remember,Otis Redding,73317,353000,randb
6094,The dock of the bay,Otis Redding,246320,409000,randb
6109,Canon and gigue,Johann Pachelbel,906333,479000,classical
6114,Caprice No.6,Shlomo Mintz,26490,148000,classical
6160,Manha de carnaval,Patricia Barber,556491,162000,jazz
6209,Alive,Pearl Jam,325791,884000,rock
6227,When a man loves a woman,Percy Sledge,81718,367000,randb
6240,Darkness,Peter Gabriel,28376,782000,rock
6244,I grieve,Peter Gabriel,58289,120000,rock
6247,My head sounds like that,Peter Gabriel,58290,148000,rock
6256,The drop,Peter Gabriel,66674,22000,rock
6257,Washing of the water,Peter Gabriel,58274,22000,rock
6261,Johnny B goode,Peter Tosh,641333,479000,reggae
6265,Lonnie's lament,Pharoah Sanders,246319,395000,jazz
6280,The Poet acts,Nick Ingman,198290,148000,soundtrack
6300,Comfortably numb,Pink Floyd,246333,479000,rock
6302,Don't leave me now,Pink Floyd,28347,596000,rock
6305,Empty spaces,Pink Floyd,26506,297000,rock
6307,Goodbye blue sky,Pink Floyd,206706,297000,rock
6308,Green is the colour,Pink Floyd,836690,148000,rock
6316,Paranoid eyes,Pink Floyd,206674,22000,rock
6330,Bolero,Pink Martini,875676,50000,world
6332,D_ÉÉ®£nde estas Yolanda,Pink Martini,938134,506000,latin
6336,Song of the black lizard,Pink Martini,866706,297000,latin
6353,Blue american,Placebo,58303,241000,rock
6357,Meds,Placebo,58391,896000,rock
6363,Taste in men,Placebo,75191,884000,rock
6367,Only you,The Platters,906333,479000,rock
6393,All mine,Portishead,76332,465000,electro
6394,Biscuit,Portishead,28319,381000,electro
6395,Cowboys,Portishead,26533,479000,electro
6396,Elysium,Portishead,26533,479000,electro
6400,It could be sweet,Portishead,36719,381000,electro
6401,It's a fire,Portishead,26519,381000,electro
6402,Mourning air,Portishead,75133,479000,electro
6403,Mysterons,Portishead,28331,451000,electro
6406,Over,Portishead,26518,367000,electro
6407,Pedestal,Portishead,28304,269000,electro
6408,Roads,Portishead,75133,479000,electro
6410,Sour times,Portishead,36733,479000,electro
6412,Undenied,Portishead,75104,269000,electro
6431,Don't get me wrong,The Pretenders,476750,644000,rock
6486,Let's go crazy,Prince,938208,990990,randb
6496,Purple rain,Prince,875746,572000,randb
6512,Whiter Shade Of Pale,Procol Harum,58346,584000,rock
6530,What u rep,The Prodigy,317733,479000,hip hop
6569,Another one bites the dust,Queen,323363,716000,rock
6575,Somebody to love,Queen,873391,896000,rock
6576,We are the champions,Queen,873391,896000,rock
6580,The show must go on,Queen,58376,782000,rock
6591,Losing my religion,R.E.M.,66749,632000,rock
6596,Shiny happy people,R.E.M.,246349,632000,rock
6608,Piano prelude No.1,Sergei Rachmaninov,58304,269000,classical
6615,2+2=5,Radiohead,28393,918990,rock
6616,A wolf at the door,Radiohead,58349,620000,rock
6618,Backdrifts,Radiohead,28319,381000,rock
6620,Climbing up the walls,Radiohead,28361,680000,rock
6621,Electioneering,Radiohead,28407,981990,rock
6623,Exit music (for a film),Radiohead,58361,692000,rock
6624,Go to sleep,Radiohead,26549,620000,rock
6625,How to disappear completely,Radiohead,58289,120000,rock
6626,I will,Radiohead,56504,269000,rock
6627,Karma police,Radiohead,58348,602000,rock
6629,Let down,Radiohead,58362,704000,rock
6631,Myxomatosis,Radiohead,28349,620000,rock
6632,Nice dream,Radiohead,875733,479000,rock
6634,Paranoid android,Radiohead,36791,896000,rock
6636,Punch up at a wedding,Radiohead,58319,381000,rock
6637,Sail to the moon,Radiohead,28304,269000,rock
6638,Sit down stand up,Radiohead,58350,644000,rock
6643,The gloaming,Radiohead,26519,381000,rock
6644,The tourist,Radiohead,58331,451000,rock
6645,There there,Radiohead,28334,506000,rock
6647,We suck young blood,Radiohead,28317,353000,rock
6648,Where I end and you begin,Radiohead,56549,632000,rock
6682,Olio,The Rapture,28363,716000,rock
6690,Ma m_°À_¢Æ°øre L'Oye,Maurice Ravel,866676,50000,classical
6697,Shanti Mantra Reprise,Ravi Shankar,866687,92000,world
6708,Georgia On My Mind,Ray Charles,866704,269000,randb
6711,I can't stop loving you,Ray Charles,906319,381000,randb
6741,Otherside,Red Hot Chili Peppers,246363,716000,rock
6743,The righteous and the wicked,Red Hot Chili Peppers,322791,884000,rock
6790,Ballade pour Adeline,Richard Clayderman,875733,479000,vocal pop
6822,I Don't Care,Ricky Martin,91349,620000,latin
6825,Loaded,Ricky Martin,891407,981990,latin
6827,She bangs,Ricky Martin,906407,981990,latin
6853,Let me entertain you,Robbie Williams,873392,908000,pop
6879,Song to the siren,Robert Plant,106274,22000,rock
6906,Angie,The Rolling Stones,58319,381000,rock
6929,Paint it black,The Rolling Stones,73364,740000,rock
7016,Paris texas,Ry Cooder,556490,148000,blues
