Song_id,Title,Artist,Valance,Arousal,Genre
1608,Minnie the Moocher,Cab Calloway,635642,400132,jazz
1617,Any other name,Bobbi Humphrey,639453,42521,electro
1619,A day in the sun,Caf_É Del Mar,761569,242331,electro
1676,Main theme,Caravelli,106973,98646,soundtrack
1695,Quelqu'un m'a dit,Carla Bruni,273191,257455,vocal pop
1722,Misty,Carmen McRae,942978,178319,jazz
1732,Yesterday once more,Carpenters,810286,435548,pop
1755,Lady d'Arbanville,Cat Stevens,17186,400324,rock
1759,Oh very young,Cat Stevens,319033,356732,rock
1762,Sad Lisa,Cat Stevens,83216,385743,rock
1801,Luiza,Ces_____ria _âvora,132183,224374,world
1808,Sodade,Ces_____ria _âvora,253622,77378,world
1828,Ave Maria,Charles-Fran_¢Æ______ois Gounod,783164,273166,classical
1845,April in Paris,Charlie Parker,890357,323145,jazz
1905,Almost blue,Chet Baker,111290,24574,jazz
1906,I fall in love too easily,Chet Baker,907127,213333,jazz
1907,I'm glad there is you,Chet Baker,615952,133337,jazz
1909,It's always you,Chet Baker,785674,131890,jazz
1910,I've never been in love before,Chet Baker,884261,27440,jazz
1914,Moon love,Chet Baker,631389,103125,jazz
1918,Someone to watch over me,Chet Baker,606050,79120,jazz
1920,This is always,Chet Baker,944742,65074,jazz
1921,Time after time,Chet Baker,927492,98758,jazz
1942,Prelude No.4,Martha Argerich,19655,139779,classical
1957,Blue hotel,Chris Isaak,70116,577607,rock
1958,Blue Spanish Sky,Chris Isaak,10866,20749,rock
1967,Nothing's changed,Chris Isaak,132261,381658,rock
1971,Wicked game,Chris Isaak,42066,301133,rock
1985,Monday morning,Chris Rea,508435,155433,rock
1997,Can't Hold Us Down,Christina Aguilera,109707,640581,pop
2000,Fighter,Christina Aguilera,378367,805195,pop
2100,Fluffy tufts,Cocteau Twins,546813,78808,rock
2105,Lorelei,Cocteau Twins,887335,476175,rock
2115,Amsterdam,Coldplay,815303,303166,rock
2133,Yellow,Coldplay,279291,353820,rock
2136,Mood Indigo,Coleman Hawkins,855231,44918,jazz
2167,Colorblind,Counting Crows,4455,305438,rock
2173,Rain king,Counting Crows,273754,554620,rock
2174,Round Here,Counting Crows,119515,329375,rock
2186,Laura's theme,Craig Armstrong,63364,142670,electro
2205,I can't be with you,The Cranberries,282277,559277,rock
2206,No need to argue,The Cranberries,214188,43403,rock
2233,Fortunate sun,Creedence Clearwater Revival,360918,690988,rock
2286,Like cockatos,The Cure,38117,395709,rock
2294,Plainsong,The Cure,270357,485576,rock
2328,Tripping out,Curtis Mayfield,709180,540573,randb
2335,La Vie En Rose,Cyndi Lauper,810824,37689,pop
2360,Nightvision,Daft Punk,629154,48538,electro
2365,Superheroes,Daft Punk,691572,1036703,electro
2449,Heroes,David Bowie,73711,913136,rock
2453,Let's dance,David Bowie,729685,817644,rock
2500,Bringing down the light,David Sylvian,84708,4072,electro
2501,The scent of magnolia,David Sylvian,68770,348273,electro
2505,The host of seraphism,Dead Can Dance,75767,378626,electro
2506,Viva Las Vegas,Dead Kennedys,772732,1000997,rock
2524,Here's that rainy day,Dee Dee Bridgewater,851520,182408,jazz
2531,Black night,Deep Purple,321000,645687,rock
2533,Child in time,Deep Purple,64964,768890,rock
2537,Hush,Deep Purple,994388,823920,rock
2552,Let's get rocked,Def Leppard,780839,823687,rock
2582,Goodnight lovers,Depeche Mode,819567,47230,rock
2610,Bad Habit,Destiny's Child,835697,449306,randb
2623,Soldier,Destiny's Child,825518,541896,randb
2624,Survivor,Destiny's Child,781739,418935,randb
2649,Darn that dream,Dexter Gordon,922213,333581,jazz
2664,Squeeze me,Diana Krall,854532,182473,jazz
2671,I'm coming out,Diana Ross,948229,921490,randb
2673,Last time I saw him,Diana Ross,900411,572005,randb
2693,Don't leave home,Dido,244485,352927,pop
2695,Here With Me,Dido,93331,494140,pop
2700,White flag,Dido,273994,378609,pop
2706,Honeysuckle rose,Dinah Shore,945914,483466,jazz
2738,Timestretched,The Divine Comedy,207582,171503,rock
2785,You know that I love you,Donell Jones,767820,431721,randb
2789,Hot stuff,Donna Summer,833219,882948,randb
2802,A song for you,Donny Hathaway,153622,290854,randb
2851,We're not making love no more,Dru Hill,733552,407726,randb
2872,Mood indigo,Duke Ellington,934070,338765,jazz
2880,Star crossed Lovers,Duke Ellington,936784,234993,jazz
2911,Hotel California,Eagles,902054,470694,rock
2939,Tell me why,Eddie Cochran,921832,188228,rock
2981,Azure,Ella Fitzgerald,845945,9960,jazz
2991,Lullaby of birdland,Ella Fitzgerald,823516,581949,jazz
2992,Our love is here to stay,Ella Fitzgerald,962858,457627,jazz
2994,Summertime,Ella Fitzgerald,932249,157530,jazz
2995,The man I love,Ella Fitzgerald,963767,192783,jazz
2998,Misty,Ella Fitzgerald,801008,199494,jazz
2999,Speak low,Ella Fitzgerald,892592,260379,jazz
3005,Blue eyes,Elton John,903091,326954,pop
3006,Can You Feel The Love Tonight,Elton John,814238,258837,pop
3045,Harbor lights,Elvis Presley,864924,100567,rock
3052,Love me tender,Elvis Presley,786469,283091,rock
3071,Big Winnie,Eminem,339817,566356,hip hop
3076,Encore - curtains down,Eminem,234975,485268,hip hop
3079,Like toy soldiers,Eminem,236218,399878,hip hop
3089,Rain man,Eminem,239104,415692,hip hop
3090,Say goodbye Hollywood,Eminem,398887,477684,hip hop
3116,Strange and beautiful (i'll put a spell on you),Aqualung,931347,275184,rock
3125,Theme,Ennio Morricone,137730,227693,soundtrack
3130,Theme,Angelo Badalamenti,974595,149212,soundtrack
3135,A Day Without Rain,Enya,893005,290936,vocal pop
3141,Storms In Africa,Enya,537782,394450,vocal pop
3158,Kind hearted woman blues,Eric Clapton,363365,543459,rock
3159,Last fair deal gone down,Eric Clapton,1000108,1044551,rock
3160,Layla,Eric Clapton,875164,536791,rock
3169,Tears in heaven,Eric Clapton,770063,259624,rock
3172,After midnight,Eric Clapton,993228,986629,rock
3181,Plavalaguna,_âric Serra,165112,41157,soundtrack
3201,Misty,Erroll Garner,982323,199437,jazz
3203,Turquoise,Erroll Garner,895262,412542,jazz
3207,Certainly,Erykah Badu,743809,521389,randb
3210,No love,Erykah Badu,808792,454364,randb
3221,I've forgotten more than you ever know about him,Esther Phillips,921573,576544,blues
3239,I got it bad and that ain't good,Etta James,217528,163614,blues
3240,I just want to make love to you,Etta James,814350,978817,jazz
3265,Bring me to life,Evanescence,138685,885503,rock
3307,Epic,Faith No More,338140,901626,rock
3320,We care a lot,Faith No More,281838,872863,rock
3333,Because We Can,Fatboy Slim,737344,918831,electro
3336,The rockafeller skank,Fatboy Slim,544806,1050491,electro
3338,Jack it up,Fatboy Slim,736122,1043467,electro
3399,Saudade,Flora Purim,872403,175429,latin
3413,Best of you,Foo Fighters,819805,898070,rock
3423,That was yesterday,Foreigner,143395,746697,rock
3453,In the wee small hours of the morning,Frank Sinatra,898721,99809,vocal pop
3455,I've got you under my skin,Frank Sinatra,974593,320894,vocal pop
3457,Strangers in the night,Frank Sinatra,993545,285066,vocal pop
3485,Living on my own,Freddie Mercury,233869,552501,rock
3502,Moani Ke'ala,Gabby Pahinui,942031,191506,world
3504,Eu sei que vou te amar,Gal Costa,960700,66223,latin
3522,Cherry lips (Go baby go),Garbage,733027,920432,rock
3527,Milk,Garbage,127937,312126,rock
3571,Looking for someone,Genesis,123708,661024,rock
3597,Father figure,George Michael,752525,225375,pop
3633,It's raining men,Geri Halliwell,821111,917465,pop
3655,So anxious,Ginuwine,704706,296565,randb
3664,In The Mood,Glenn Miller,914180,604790,jazz
3674,dance of the blessed spirits,Christoph Willibald Gluck,254462,174094,classical
3775,Don't cry,Guns N' Roses,59304,706270,rock
3776,Knockin' On Heaven's Door,Guns N' Roses,827621,592696,rock
3778,Live And Let Die,Guns N' Roses,617283,960434,rock
3779,Paradise city,Guns N' Roses,403227,981214,rock
3786,Introduction,George Frideric Handel,883445,463471,classical
3852,The kiss,Herbie Hancock,862785,324090,soundtrack
3879,The prophecy,Howard Shore,93574,254445,soundtrack
3908,Long distance,Iggy Pop,240035,10294,rock
3909,Lust for life,Iggy Pop,733130,891044,rock
3959,Little things,India.Arie,957221,400506,randb
3983,The Gift,INXS,117666,817897,rock
4038,Ain't no sunshine,The Jackson 5,96296,553992,randb
4039,Can you feel it,The Jackson 5,901464,831843,randb
4054,Ne me quitte pas,Jacques Brel,156600,192941,vocal pop
4067,Could it be,Jaheim,879488,503665,randb
4078,Thank You,Jamelia,828320,538153,randb
4095,It's a man's man's man's world,James Brown,110077,759687,randb
4098,Living in America,James Brown,841968,817060,randb
4123,Black capricorn day,Jamiroquai,597371,862195,randb
4126,Canned Heat,Jamiroquai,889871,934332,randb
4149,70's love groove,Janet Jackson,865661,46131,randb
4150,Come back to me,Janet Jackson,849688,351837,randb
4155,Looking for love,Janet Jackson,844186,36921,randb
4263,Somebody to love,Jefferson Airplane,616082,974438,rock
4277,Let's get loud,Jennifer Lopez,871137,969589,pop
4279,Should've never,Jennifer Lopez,178670,292678,pop
4299,Calling You,Bob Telson,296522,88561,soundtrack
4311,Fire,Jimi Hendrix,565286,975940,rock
4322,Wild thing,Jimi Hendrix,245788,949799,rock
4342,I Love Rock And Roll,Joan Jett and the Blackhearts,776551,888642,rock
4366,You can leave your hat on,Joe Cocker,226827,790785,rock
4414,Serenity,John Coltrane,55948,355044,jazz
4419,Too young to get steady,John Coltrane,193712,406776,jazz
4428,Deep blue sea,John Lee Hooker,52099,281823,blues
4441,Imagine,John Lennon,857186,351723,pop
4449,Working class hero,John Lennon,25766,210649,pop
4454,Manha de carnaval,Al Di Meola,320037,306053,jazz
4542,Love will tear us apart,Joy Division,206736,738022,rock
4579,Cry me a river,Justin Timberlake,265506,477426,pop
4593,That day,Karrin Allyson,954677,29393,soundtrack
4626,Sail away,Kate Bush,880040,484025,pop
4633,That's the way I like it,KC and The Sunshine Band,944277,922119,randb
4635,Over the rainbow,Keith Jarrett,504951,178836,jazz
4653,Behind these hazel eyes,Kelly Clarkson,148141,928554,pop
4654,Since you been gone,Kelly Clarkson,15519,960428,pop
4662,Goodbye,Kevin Shields,71708,32251,soundtrack
4667,Pleasure is kisses within,Keziah Jones,854937,320212,randb
4691,She woolf daydreaming,Kid Loco,715348,323513,electro
4695,Somebody told me,The Killers,290482,957932,rock
4731,Rock and roll all nite,Kiss,884735,937703,rock
4732,I was made for lovin' you,Kiss,814711,945092,rock
4766,4 u,Korn,45616,552305,metal
4769,It's gonna go away,Korn,60568,790901,metal
4868,Ex-factor,Lauryn Hill,881204,436508,randb
4874,Babe I'm gonna leave you,Led Zeppelin,10245,893684,rock
4880,Dazed and confused,Led Zeppelin,14870,735102,rock
4882,Heartbreaker,Led Zeppelin,389681,802799,rock
4886,Immigrant Song,Led Zeppelin,266642,995790,rock
4888,Rain song,Led Zeppelin,241279,177194,rock
4889,Ramble on,Led Zeppelin,330389,675579,rock
4892,Stairway to heaven,Led Zeppelin,140075,963587,rock
4893,Whole Lotta love,Led Zeppelin,296969,765115,rock
4925,California,Lenny Kravitz,479643,991006,rock
4927,Can we find a reason,Lenny Kravitz,152465,239914,rock
4937,Live,Lenny Kravitz,803674,819106,rock
4940,My Precious Love,Lenny Kravitz,802153,504927,rock
4964,Suzanne,Leonard Cohen,281051,188770,folk
4965,Take this longing,Leonard Cohen,158459,70263,folk
4973,Kalinka,Les Choeurs de l'Arm_Ée Rouge,836817,1023314,world
4998,Breaking The Habit,Linkin Park,10993,927941,rock
4999,Numb,Linkin Park,89330,804214,rock
5002,On the sunny side of the street,Lionel Hampton,848326,418253,jazz
5009,It had to be you,Lisa Ekdahl,944057,317334,jazz
5010,Just for a thrill,Lisa Ekdahl,929385,323009,jazz
5011,Nature boy,Lisa Ekdahl,925383,48866,jazz
5012,Night and day,Lisa Ekdahl,815942,427947,jazz
5016,Tea for two,Lisa Ekdahl,957126,194095,jazz
5018,The lonely one,Lisa Ekdahl,320623,90842,jazz
5019,What is this thing called love,Lisa Ekdahl,818615,179269,jazz
5025,La Campanella,Franz Liszt,943100,425231,classical
5048,Backwoods,Lloyd Cole,959850,272967,rock
5078,Mambo No. 5,Lou Bega,57356,91750,pop
5104,What a wonderful world,Louis Armstrong,801486,316346,jazz
5131,Lo eres todo,Luz Casal,143956,232119,vocal pop
5154,One step beyond,Madness,571188,994055,rock
5163,Crazy for you,Madonna,879077,503228,pop
5211,Symphony No.3 - mvt No.4,Rafael Kubel_¢Æ__Ék,932322,54664,classical
5227,Java jive,The Manhattan Transfer,809101,302395,randb
5241,Bongo bong,Manu Chao,162277,273885,world
5242,Clandestino,Manu Chao,178359,504164,world
5263,Flamengo At_É Morrer,Marcos Valle,835704,383674,latin
5315,Harder to breathe,Maroon 5,392935,800008,pop
5317,She will be loved,Maroon 5,850884,470794,pop
5326,Your precious love,Marvin Gaye,825728,394994,randb
5360,Be thankful for what you got,Massive Attack,780579,452114,electro
5361,Better things,Massive Attack,48230,172654,electro
5366,Everywhen,Massive Attack,306052,325440,electro
5380,Special cases,Massive Attack,149844,462516,electro
5433,Bat out of hell,Meat Loaf,866425,922731,rock
5459,Bad,Michael Jackson,569944,829010,pop
5460,Beat it,Michael Jackson,197919,812714,pop
5523,Blue in green,Miles Davis,493364,8276,jazz
5570,18,Moby,173972,87575,electro
5587,In this world,Moby,106631,595973,electro
5596,Porcelain,Moby,957279,698359,electro
5601,Sleep alone,Moby,232910,76368,electro
5606,Why does my heart feel so bad,Moby,233770,421903,electro
5623,Nights in white satin,The Moody Blues,23192,519441,rock
5637,Fear and love,Morcheeba,279005,546977,electro
5641,Over and over,Morcheeba,231460,345759,electro
5645,The sea,Morcheeba,869262,445958,electro
5646,Undress me now,Morcheeba,906238,373377,electro
5683,Piano concerto No.21 - mvt No.2,Wolfgang Amadeus Mozart,809526,22799,classical
5684,Piano concerto No.23 - mvt No.2,Wolfgang Amadeus Mozart,106223,186161,classical
5690,Lacrimosa,Wolfgang Amadeus Mozart,59842,160427,classical
5730,Popular,Nada Surf,4337,876144,rock
5750,As Time Goes By,Nat King Cole,922142,518833,jazz
5751,Autumn Leaves,Nat King Cole,153364,157388,jazz
5752,Blue moon,Nat King Cole,892772,434220,jazz
5753,Fly me to the moon,Nat King Cole,933696,75914,jazz
5754,Let there be love,Nat King Cole,973119,284206,randb
5762,Unforgettable,Nat King Cole,836853,244641,jazz
5763,When I fall in love,Nat King Cole,941038,112430,jazz
5767,Tell me all about it,Natalie Cole,612648,428053,vocal pop
5791,Heart of gold,Neil Young,200699,365231,folk
5795,I've loved her so long,Neil Young,803746,492354,folk
5797,Old man,Neil Young,124972,394044,folk
5820,Leb wohl,Neu!,491153,47007,rock
5838,Sunrise,New Order,27339,911684,rock
5864,Dread the passage of Jesus,Nick Cave,86454,198420,rock
5865,I put a spell on you,Nick Cave,9738,522295,rock
5871,The carny,Nick Cave,62792,643006,rock
5910,Don't explain,Nina Simone,146243,47492,jazz
5912,I got it bad and that ain't good,Nina Simone,223568,230950,jazz
5913,I love you Porgy,Nina Simone,199259,268660,jazz
5914,I Put A Spell On You,Nina Simone,82168,512700,jazz
5918,Mr Bojangles,Nina Simone,934375,164934,jazz
5920,Ne me quitte pas,Nina Simone,26490,236627,jazz
5922,Strange fruit,Nina Simone,33014,25282,jazz
5924,Slipping away,Nine Inch Nails,43993,954981,rock
5940,Polly,Nirvana,241528,269719,rock
5941,Rape me,Nirvana,7612,1004168,rock
5942,Smells like teen spirit,Nirvana,99207,1021055,rock
5943,Something in the way,Nirvana,134762,50093,rock
5950,Just a girl,No Doubt,335785,977086,rock
5964,Come away with me,Norah Jones,848651,29933,jazz
5966,Don't Know Why,Norah Jones,293247,204882,jazz
5967,Don't miss you at all,Norah Jones,643317,94344,jazz
5971,I've got to see you again,Norah Jones,191406,183647,jazz
5973,Nightingale,Norah Jones,872764,216110,jazz
5974,One flight down,Norah Jones,160056,319899,jazz
5977,Seven years,Norah Jones,164213,257244,jazz
5983,The prettiest thing,Norah Jones,831150,333165,jazz
5984,Those sweet words,Norah Jones,767652,275459,jazz
5985,Toes,Norah Jones,497390,299129,jazz
5992,Suicidal thoughts,The Notorious B.I.G.,404828,437796,hip hop
5993,The what,The Notorious B.I.G.,316276,577249,hip hop
5995,Warning,The Notorious B.I.G.,246174,529937,hip hop
6021,Slide away,Oasis,194420,853675,rock
6026,Up in the sky,Oasis,527424,970910,rock
6037,Orf_Ée aux enfers - Ouverture,Jacques Offenbach,879811,897382,classical
6087,I've been loving you too long,Otis Redding,31877,415484,randb
6088,I've got dreams to remember,Otis Redding,82339,368725,randb
6094,The dock of the bay,Otis Redding,279958,408668,randb
6109,Canon and gigue,Johann Pachelbel,854796,443358,classical
6114,Caprice No.6,Shlomo Mintz,70901,92408,classical
6160,Manha de carnaval,Patricia Barber,582930,132300,jazz
6209,Alive,Pearl Jam,264182,845413,rock
6227,When a man loves a woman,Percy Sledge,135926,465007,randb
6240,Darkness,Peter Gabriel,19936,859382,rock
6244,I grieve,Peter Gabriel,24544,196145,rock
6247,My head sounds like that,Peter Gabriel,36224,126952,rock
6256,The drop,Peter Gabriel,1813,28319,rock
6257,Washing of the water,Peter Gabriel,126262,34263,rock
6261,Johnny B goode,Peter Tosh,668805,448270,reggae
6265,Lonnie's lament,Pharoah Sanders,324533,482247,jazz
6280,The Poet acts,Nick Ingman,200198,115285,soundtrack
6300,Comfortably numb,Pink Floyd,273209,404243,rock
6302,Don't leave me now,Pink Floyd,58932,571624,rock
6305,Empty spaces,Pink Floyd,34703,229766,rock
6307,Goodbye blue sky,Pink Floyd,263219,250833,rock
6308,Green is the colour,Pink Floyd,921840,119572,rock
6316,Paranoid eyes,Pink Floyd,297725,58991,rock
6330,Bolero,Pink Martini,927262,111488,world
6332,D_ÉÉ°ß_nde estas Yolanda,Pink Martini,1029063,448136,latin
6336,Song of the black lizard,Pink Martini,843921,254763,latin
6353,Blue american,Placebo,104405,155340,rock
6357,Meds,Placebo,46894,845695,rock
6363,Taste in men,Placebo,11002,967066,rock
6367,Only you,The Platters,951358,525944,rock
6393,All mine,Portishead,115312,540279,electro
6394,Biscuit,Portishead,15645,333219,electro
6395,Cowboys,Portishead,83348,513148,electro
6396,Elysium,Portishead,18102,467699,electro
6400,It could be sweet,Portishead,39250,382439,electro
6401,It's a fire,Portishead,39341,464615,electro
6402,Mourning air,Portishead,42155,447532,electro
6403,Mysterons,Portishead,41510,380032,electro
6406,Over,Portishead,39002,400642,electro
6407,Pedestal,Portishead,2783,362589,electro
6408,Roads,Portishead,137877,574959,electro
6410,Sour times,Portishead,2960,398856,electro
6412,Undenied,Portishead,58466,186187,electro
6431,Don't get me wrong,The Pretenders,567620,706952,rock
6486,Let's go crazy,Prince,881884,1052209,randb
6496,Purple rain,Prince,970530,520041,randb
6512,Whiter Shade Of Pale,Procol Harum,134428,625468,rock
6530,What u rep,The Prodigy,232612,390183,hip hop
6569,Another one bites the dust,Queen,351823,664799,rock
6575,Somebody to love,Queen,809082,813515,rock
6576,We are the champions,Queen,960342,975937,rock
6580,The show must go on,Queen,10807,697253,rock
6591,Losing my religion,R.E.M.,27291,533102,rock
6596,Shiny happy people,R.E.M.,225405,652922,rock
6608,Piano prelude No.1,Sergei Rachmaninov,19924,320705,classical
6615,2+2=5,Radiohead,87675,914244,rock
6616,A wolf at the door,Radiohead,59941,533061,rock
6618,Backdrifts,Radiohead,111530,418353,rock
6620,Climbing up the walls,Radiohead,98828,688983,rock
6621,Electioneering,Radiohead,144,894631,rock
6623,Exit music (for a film),Radiohead,1587,767468,rock
6624,Go to sleep,Radiohead,22101,562237,rock
6625,How to disappear completely,Radiohead,41441,210893,rock
6626,I will,Radiohead,42874,206473,rock
6627,Karma police,Radiohead,94069,540487,rock
6629,Let down,Radiohead,131876,682232,rock
6631,Myxomatosis,Radiohead,117485,596471,rock
6632,Nice dream,Radiohead,821755,578682,rock
6634,Paranoid android,Radiohead,59987,857807,rock
6636,Punch up at a wedding,Radiohead,29269,306552,rock
6637,Sail to the moon,Radiohead,3495,249235,rock
6638,Sit down stand up,Radiohead,60101,602513,rock
6643,The gloaming,Radiohead,57452,447375,rock
6644,The tourist,Radiohead,106539,421839,rock
6645,There there,Radiohead,81287,523208,rock
6647,We suck young blood,Radiohead,15500,394296,rock
6648,Where I end and you begin,Radiohead,37015,706338,rock
6682,Olio,The Rapture,9992,796733,rock
6690,Ma m_¢Æ____¢Æ¢Øre L'Oye,Maurice Ravel,957268,18726,classical
6697,Shanti Mantra Reprise,Ravi Shankar,810996,140036,world
6708,Georgia On My Mind,Ray Charles,912986,304951,randb
6711,I can't stop loving you,Ray Charles,924912,386908,randb
6741,Otherside,Red Hot Chili Peppers,171355,723663,rock
6743,The righteous and the wicked,Red Hot Chili Peppers,235939,958889,rock
6790,Ballade pour Adeline,Richard Clayderman,931331,463860,vocal pop
6822,I Don't Care,Ricky Martin,69451,636469,latin
6825,Loaded,Ricky Martin,867904,959143,latin
6827,She bangs,Ricky Martin,822573,912648,latin
6853,Let me entertain you,Robbie Williams,916614,866981,pop
6879,Song to the siren,Robert Plant,152669,28424,rock
6906,Angie,The Rolling Stones,107517,384857,rock
6929,Paint it black,The Rolling Stones,105425,792828,rock
7016,Paris texas,Ry Cooder,647047,99219,blues
7040,Pearls,Sade,12359,32515,randb
7041,Please Send Me Someone To Love,Sade,887142,155693,randb
